,HST
2018-02-27,14.753541946411133
2018-02-28,14.809396743774414
2018-03-01,14.68971061706543
2018-03-02,14.713645935058594
2018-03-05,14.458311080932617
2018-03-06,14.522146224975586
2018-03-07,14.793440818786621
2018-03-08,14.849295616149902
2018-03-09,15.088668823242188
2018-03-12,14.94504165649414
2018-03-13,14.921106338500977
2018-03-14,15.096647262573242
2018-03-15,15.200374603271484
2018-03-16,15.304109573364258
2018-03-19,15.112606048583984
2018-03-20,15.096647262573242
2018-03-21,14.961000442504883
2018-03-22,14.681732177734375
2018-03-23,14.346604347229004
2018-03-26,14.67375373840332
2018-03-27,14.625874519348145
2018-03-28,14.980833053588867
2018-03-29,15.037302017211914
2018-04-02,14.754952430725098
2018-04-03,15.045368194580078
