,AIG
2015-07-06,48.72271728515625
2015-07-07,49.00630187988281
2015-07-08,48.17916488647461
2015-07-09,48.651817321777344
2015-07-10,49.329280853271484
2015-07-13,49.927978515625
2015-07-14,50.077659606933594
2015-07-15,50.44002151489258
2015-07-16,50.54242706298828
2015-07-17,50.45577621459961
2015-07-20,50.44790267944336
2015-07-21,50.41639709472656
2015-07-22,50.84177017211914
2015-07-23,50.52667236328125
2015-07-24,50.13280487060547
2015-07-27,49.817684173583984
2015-07-28,50.14854431152344
2015-07-29,50.84177017211914
2015-07-30,50.833892822265625
2015-07-31,50.510921478271484
2015-08-03,50.53455352783203
2015-08-04,49.10871124267578
2015-08-05,49.597129821777344
2015-08-06,49.64439010620117
2015-08-07,49.93585968017578
2015-08-10,50.40851593017578
2015-08-11,49.87283706665039
2015-08-12,49.83345031738281
2015-08-13,49.817684173583984
2015-08-14,50.61332702636719
2015-08-17,50.6527214050293
2015-08-18,50.18794250488281
2015-08-19,49.56560516357422
2015-08-20,48.612422943115234
2015-08-21,47.052669525146484
2015-08-24,44.854820251464844
2015-08-25,44.61850357055664
2015-08-26,46.6036491394043
2015-08-27,48.13977813720703
2015-08-28,48.05310821533203
2015-08-31,47.533206939697266
2015-09-01,46.26491165161133
2015-09-02,46.55638122558594
2015-09-03,46.83209991455078
2015-09-04,45.75286865234375
2015-09-08,46.666656494140625
2015-09-09,46.10736083984375
2015-09-10,46.083621978759766
2015-09-11,46.17068862915039
2015-09-14,45.90947723388672
2015-09-15,46.423980712890625
2015-09-16,46.62187576293945
2015-09-17,46.249839782714844
2015-09-18,45.73533630371094
2015-09-21,45.933231353759766
2015-09-22,45.33956527709961
2015-09-23,45.19709014892578
2015-09-24,45.03879165649414
2015-09-25,45.545372009277344
2015-09-28,44.0572624206543
2015-09-29,44.10476303100586
2015-09-30,44.97544860839844
2015-10-01,45.05461883544922
2015-10-02,45.26832580566406
2015-10-05,46.13111114501953
2015-10-06,45.65617752075195
2015-10-07,45.76700210571289
2015-10-08,46.09944534301758
2015-10-09,46.059879302978516
2015-10-12,46.447731018066406
2015-10-13,46.45564270019531
2015-10-14,45.933231353759766
2015-10-15,46.851417541503906
2015-10-16,47.49256134033203
2015-10-19,47.49256134033203
2015-10-20,47.70627975463867
2015-10-21,47.674625396728516
2015-10-22,48.086212158203125
2015-10-23,48.505733489990234
2015-10-26,48.41075134277344
2015-10-27,48.22078323364258
2015-10-28,50.5716667175293
2015-10-29,50.25504684448242
2015-10-30,49.9146842956543
2015-11-02,50.45292663574219
2015-11-03,48.25244903564453
2015-11-04,48.12578582763672
2015-11-05,49.07564926147461
2015-11-06,49.02024841308594
2015-11-09,48.4503173828125
2015-11-10,48.561134338378906
2015-11-11,48.02288818359375
2015-11-12,47.001800537109375
2015-11-13,46.9463996887207
2015-11-16,48.014984130859375
2015-11-17,48.28409194946289
2015-11-18,49.04399108886719
2015-11-19,49.059814453125
2015-11-20,49.241878509521484
2015-11-23,49.67721939086914
2015-11-24,49.96216583251953
2015-11-25,49.98591613769531
2015-11-27,50.40544128417969
2015-11-30,50.326297760009766
2015-12-01,50.753719329833984
2015-12-02,50.26296615600586
2015-12-03,49.5792236328125
2015-12-04,50.875152587890625
2015-12-07,49.92904281616211
2015-12-08,49.889286041259766
2015-12-09,49.43611145019531
2015-12-10,48.48203659057617
2015-12-11,47.273582458496094
2015-12-14,46.44672775268555
2015-12-15,47.65520095825195
2015-12-16,48.44230270385742
2015-12-17,47.8062629699707
2015-12-18,47.3848876953125
2015-12-21,47.67904281616211
2015-12-22,48.28328323364258
2015-12-23,48.82393264770508
2015-12-24,49.05449295043945
2015-12-28,48.974979400634766
2015-12-29,49.72231674194336
2015-12-30,49.6984748840332
2015-12-31,49.26915740966797
2016-01-04,48.04476547241211
2016-01-05,48.21173095703125
2016-01-06,47.504150390625
2016-01-07,46.36722183227539
2016-01-08,45.6755256652832
2016-01-11,45.8663330078125
2016-01-12,46.080997467041016
2016-01-13,45.05537414550781
2016-01-14,45.55626678466797
2016-01-15,44.59425735473633
2016-01-19,44.64992141723633
2016-01-20,43.767417907714844
2016-01-21,43.97412872314453
2016-01-22,44.800987243652344
2016-01-25,44.013877868652344
2016-01-26,44.45115280151367
2016-01-27,43.36195373535156
2016-01-28,43.49711227416992
2016-01-29,44.904335021972656
2016-02-01,44.75327682495117
2016-02-02,43.99002456665039
2016-02-03,43.1790771484375
2016-02-04,42.948524475097656
2016-02-05,42.431732177734375
2016-02-08,41.58103561401367
2016-02-09,41.541282653808594
2016-02-10,41.700286865234375
2016-02-11,40.16584396362305
2016-02-12,42.13756561279297
2016-02-16,41.390220642089844
2016-02-17,41.87519073486328
2016-02-18,41.27890396118164
2016-02-19,40.96884536743164
2016-02-22,41.422027587890625
2016-02-23,40.59516906738281
2016-02-24,40.48386764526367
2016-02-25,40.84164047241211
2016-02-26,40.619022369384766
2016-02-29,39.911434173583984
2016-03-01,41.24711227416992
2016-03-02,41.207359313964844
2016-03-03,41.55718231201172
2016-03-04,41.58103561401367
2016-03-07,41.86726379394531
2016-03-08,41.286861419677734
2016-03-09,41.01653289794922
2016-03-10,41.23255157470703
2016-03-11,42.31256103515625
2016-03-14,42.29655838012695
2016-03-15,42.41656494140625
2016-03-16,42.32856750488281
2016-03-17,42.54456329345703
2016-03-18,42.968570709228516
2016-03-21,42.8565788269043
2016-03-22,42.97657775878906
2016-03-23,42.75257873535156
2016-03-24,42.384559631347656
2016-03-28,42.72856140136719
2016-03-29,42.71256637573242
2016-03-30,43.61658477783203
2016-03-31,43.24057388305664
2016-04-01,43.91259002685547
2016-04-04,43.52058410644531
2016-04-05,42.944576263427734
2016-04-06,43.28858184814453
2016-04-07,42.48856735229492
2016-04-08,42.528564453125
2016-04-11,42.72856140136719
2016-04-12,43.032569885253906
2016-04-13,44.11258316040039
2016-04-14,44.20859146118164
2016-04-15,43.96059036254883
2016-04-18,44.22458267211914
2016-04-19,44.57659149169922
2016-04-20,44.8965950012207
2016-04-21,44.416595458984375
2016-04-22,44.95260238647461
2016-04-25,44.760589599609375
2016-04-26,45.24059295654297
2016-04-27,45.304603576660156
2016-04-28,44.66459655761719
2016-04-29,44.65659713745117
2016-05-02,45.272605895996094
2016-05-03,44.752586364746094
2016-05-04,43.880584716796875
2016-05-05,43.84859085083008
2016-05-06,44.0325927734375
2016-05-09,44.200592041015625
2016-05-10,45.080604553222656
2016-05-11,44.76860046386719
2016-05-12,45.03260803222656
2016-05-13,44.528594970703125
2016-05-16,44.22458267211914
2016-05-17,44.320594787597656
2016-05-18,45.36859893798828
2016-05-19,45.08860397338867
2016-05-20,45.57661819458008
2016-05-23,45.520606994628906
2016-05-24,46.160614013671875
2016-05-25,46.44062042236328
2016-05-26,46.20062255859375
2016-05-27,46.656620025634766
2016-05-31,46.30461120605469
2016-06-01,46.192626953125
2016-06-02,46.27260971069336
2016-06-03,45.80860900878906
2016-06-06,45.83259963989258
2016-06-07,45.64860153198242
2016-06-08,45.53660583496094
2016-06-09,45.13433837890625
2016-06-10,44.24131774902344
2016-06-13,43.76663589477539
2016-06-14,43.436771392822266
2016-06-15,43.098880767822266
2016-06-16,43.14714813232422
2016-06-17,42.97818374633789
2016-06-20,43.22758865356445
2016-06-21,43.27587127685547
2016-06-22,43.1873664855957
2016-06-23,44.01604080200195
2016-06-24,40.80595779418945
2016-06-27,39.25319290161133
2016-06-28,40.08186721801758
2016-06-29,41.401302337646484
2016-06-30,42.551795959472656
2016-07-01,42.53568649291992
2016-07-05,41.2001838684082
2016-07-06,41.240394592285156
2016-07-07,41.69093704223633
2016-07-08,42.64833068847656
2016-07-11,42.87360382080078
2016-07-12,43.33218002319336
2016-07-13,43.291961669921875
2016-07-14,43.76663589477539
2016-07-15,43.79881286621094
2016-07-18,43.895362854003906
2016-07-19,43.814903259277344
2016-07-20,43.903411865234375
2016-07-21,43.67813491821289
2016-07-22,43.9436149597168
2016-07-25,43.975807189941406
2016-07-26,43.99995040893555
2016-07-27,43.9436149597168
2016-07-28,44.08041000366211
2016-07-29,43.79881286621094
2016-08-01,43.61376953125
2016-08-02,43.557456970214844
2016-08-03,46.743404388427734
2016-08-04,46.34919357299805
2016-08-05,47.547943115234375
2016-08-08,47.781253814697266
2016-08-09,47.684715270996094
2016-08-10,47.467491149902344
2016-08-11,47.6123161315918
2016-08-12,47.346805572509766
2016-08-15,47.64447784423828
2016-08-16,47.71689224243164
2016-08-17,47.49163818359375
2016-08-18,47.45139694213867
2016-08-19,47.354862213134766
2016-08-22,47.459442138671875
2016-08-23,47.483577728271484
2016-08-24,47.395084381103516
2016-08-25,47.419219970703125
2016-08-26,47.483577728271484
2016-08-29,47.813438415527344
2016-08-30,47.982383728027344
2016-08-31,48.135250091552734
2016-09-01,47.79734420776367
2016-09-02,48.15938186645508
2016-09-06,47.829524993896484
2016-09-07,47.76515579223633
2016-09-08,47.499671936035156
2016-09-09,47.201988220214844
2016-09-12,47.459442138671875
2016-09-13,47.1035041809082
2016-09-14,46.98218536376953
2016-09-15,47.39472579956055
2016-09-16,46.836578369140625
2016-09-19,46.78803253173828
2016-09-20,46.78803253173828
2016-09-21,46.99026870727539
2016-09-22,47.718292236328125
2016-09-23,47.50796890258789
2016-09-26,47.119686126708984
2016-09-27,47.33001708984375
2016-09-28,48.130855560302734
2016-09-29,47.24103927612305
2016-09-30,48.00142288208008
2016-10-03,47.66167068481445
2016-10-04,47.79109573364258
2016-10-05,48.454429626464844
2016-10-06,48.494869232177734
2016-10-07,48.58384323120117
2016-10-10,48.891239166259766
2016-10-11,48.42205810546875
2016-10-12,48.891239166259766
2016-10-13,48.20364761352539
2016-10-14,48.42205810546875
2016-10-17,48.7698974609375
2016-10-18,48.93168258666992
2016-10-19,49.109642028808594
2016-10-20,48.5919303894043
2016-10-21,48.535308837890625
2016-10-24,48.79417037963867
2016-10-25,48.9802131652832
2016-10-26,49.43321228027344
2016-10-27,49.6839714050293
2016-10-28,49.57072448730469
2016-10-31,49.91048049926758
2016-11-01,49.08536911010742
2016-11-02,48.9802131652832
2016-11-03,47.038795471191406
2016-11-04,46.41593933105469
2016-11-07,47.95288848876953
2016-11-08,48.130855560302734
2016-11-09,49.287601470947266
2016-11-10,51.13195037841797
2016-11-11,51.2209358215332
2016-11-14,52.13501739501953
2016-11-15,52.25634765625
2016-11-16,51.851890563964844
2016-11-17,51.95704650878906
2016-11-18,51.69820022583008
2016-11-21,51.70628356933594
2016-11-22,51.770992279052734
2016-11-23,52.037933349609375
2016-11-25,52.12691879272461
2016-11-28,51.21284103393555
2016-11-29,51.18855667114258
2016-11-30,51.2290153503418
2016-12-01,51.8599739074707
2016-12-02,51.56875991821289
2016-12-05,51.948951721191406
2016-12-06,52.192848205566406
2016-12-07,52.778202056884766
2016-12-08,53.509864807128906
2016-12-09,53.51799011230469
2016-12-12,53.3472785949707
2016-12-13,53.908226013183594
2016-12-14,53.664337158203125
2016-12-15,53.8106689453125
2016-12-16,53.90009689331055
2016-12-19,54.09519958496094
2016-12-20,54.14397048950195
2016-12-21,54.19276428222656
2016-12-22,53.84319305419922
2016-12-23,53.98952102661133
2016-12-27,54.22527313232422
2016-12-28,53.55863952636719
2016-12-29,53.249717712402344
2016-12-30,53.095252990722656
2017-01-03,52.9407844543457
2017-01-04,53.63180923461914
2017-01-05,53.331016540527344
2017-01-06,54.314697265625
2017-01-09,53.96513748168945
2017-01-10,54.63178634643555
2017-01-11,54.42852020263672
2017-01-12,53.859439849853516
2017-01-13,53.94074630737305
2017-01-17,53.7049674987793
2017-01-18,53.851314544677734
2017-01-19,53.89196014404297
2017-01-20,54.09519958496094
2017-01-23,53.24158477783203
2017-01-24,53.249717712402344
2017-01-25,53.42858123779297
2017-01-26,53.672454833984375
2017-01-27,53.013954162597656
2017-01-30,52.753807067871094
2017-01-31,52.24163055419922
2017-02-01,52.249759674072266
2017-02-02,52.127811431884766
2017-02-03,52.794464111328125
2017-02-06,52.76194763183594
2017-02-07,52.74567413330078
2017-02-08,52.77006149291992
2017-02-09,53.1033935546875
2017-02-10,53.33913040161133
2017-02-13,53.77001190185547
2017-02-14,54.37973403930664
2017-02-15,49.469398498535156
2017-02-16,50.623809814453125
2017-02-17,50.8108024597168
2017-02-21,51.550601959228516
2017-02-22,51.89205551147461
2017-02-23,52.046512603759766
2017-02-24,51.729461669921875
2017-02-27,52.03025436401367
2017-02-28,51.96521759033203
2017-03-01,52.54243087768555
2017-03-02,51.94895553588867
2017-03-03,52.209102630615234
2017-03-06,51.85139846801758
2017-03-07,51.58312225341797
2017-03-08,51.574981689453125
2017-03-09,51.38800811767578
2017-03-10,51.282318115234375
2017-03-13,51.6254997253418
2017-03-14,51.380367279052734
2017-03-15,51.666378021240234
2017-03-16,51.40489196777344
2017-03-17,51.0045051574707
2017-03-20,50.96364212036133
2017-03-21,50.465206146240234
2017-03-22,50.04030227661133
2017-03-23,50.122005462646484
2017-03-24,49.74612808227539
2017-03-27,49.78699493408203
2017-03-28,50.54692077636719
2017-03-29,50.47336959838867
2017-03-30,51.1270637512207
2017-03-31,51.01267623901367
2017-04-03,50.489715576171875
2017-04-04,50.80839157104492
2017-04-05,50.35081481933594
2017-04-06,50.53057861328125
2017-04-07,50.122005462646484
2017-04-10,50.23641586303711
2017-04-11,49.67258834838867
2017-04-12,49.165992736816406
2017-04-13,48.65938186645508
2017-04-17,48.969879150390625
2017-04-18,48.61852264404297
2017-04-19,48.193626403808594
2017-04-20,48.75743103027344
2017-04-21,48.316184997558594
2017-04-24,48.77376937866211
2017-04-25,49.08427810668945
2017-04-26,49.15782165527344
2017-04-27,49.966758728027344
2017-04-28,49.77064895629883
2017-05-01,50.3426399230957
2017-05-02,50.277259826660156
2017-05-03,50.285438537597656
2017-05-04,51.20878219604492
2017-05-05,51.24147415161133
2017-05-08,50.59593963623047
2017-05-09,50.51424026489258
2017-05-10,50.14653778076172
2017-05-11,50.489715576171875
2017-05-12,49.83601760864258
2017-05-15,50.51424026489258
2017-05-16,50.7266845703125
2017-05-17,50.301788330078125
2017-05-18,50.16286849975586
2017-05-19,50.00762176513672
2017-05-22,50.154693603515625
2017-05-23,50.80022430419922
2017-05-24,51.151580810546875
2017-05-25,51.57648468017578
2017-05-26,51.92783737182617
2017-05-30,52.37726593017578
2017-05-31,51.99321365356445
2017-06-01,52.213836669921875
2017-06-02,52.49165725708008
2017-06-05,52.15663146972656
2017-06-06,51.73173904418945
2017-06-07,51.60916519165039
2017-06-08,52.017738342285156
2017-06-09,52.442626953125
2017-06-12,52.40978240966797
2017-06-13,52.746482849121094
2017-06-14,52.76289749145508
2017-06-15,52.40156555175781
2017-06-16,52.3851432800293
2017-06-19,52.51654052734375
2017-06-20,52.056663513183594
2017-06-21,51.91705322265625
2017-06-22,51.77744674682617
2017-06-23,51.7528076171875
2017-06-26,51.88418960571289
2017-06-27,52.07307815551758
2017-06-28,52.42620849609375
2017-06-29,52.14699172973633
2017-06-30,51.34220886230469
2017-07-03,51.97453308105469
2017-07-05,51.55571746826172
2017-07-06,51.80207824707031
2017-07-07,52.023807525634766
2017-07-10,51.793861389160156
2017-07-11,51.662471771240234
2017-07-12,51.89241409301758
2017-07-13,52.664363861083984
2017-07-14,52.6479377746582
2017-07-17,52.598670959472656
2017-07-18,52.450836181640625
2017-07-19,52.713645935058594
2017-07-20,52.746482849121094
2017-07-21,52.72184371948242
2017-07-24,52.99283981323242
2017-07-25,53.616947174072266
2017-07-26,53.53483581542969
2017-07-27,53.51840591430664
2017-07-28,53.60053634643555
2017-07-31,53.748355865478516
2017-08-01,53.77299118041992
2017-08-02,54.117916107177734
2017-08-03,54.249290466308594
2017-08-04,53.44451904296875
2017-08-07,53.362388610839844
2017-08-08,53.02570343017578
2017-08-09,52.565818786621094
2017-08-10,51.736392974853516
2017-08-11,51.4489631652832
2017-08-14,51.63783645629883
2017-08-15,51.761016845703125
2017-08-16,51.711753845214844
2017-08-17,50.6441764831543
2017-08-18,50.3731689453125
2017-08-21,50.332122802734375
2017-08-22,50.274627685546875
2017-08-23,49.90507888793945
2017-08-24,49.461631774902344
2017-08-25,49.913291931152344
2017-08-28,49.81474685668945
2017-08-29,49.44520950317383
2017-08-30,49.436988830566406
2017-08-31,49.66692352294922
2017-09-01,49.847599029541016
2017-09-05,48.98532485961914
2017-09-06,48.83750534057617
2017-09-07,47.852054595947266
2017-09-08,49.09207534790039
2017-09-11,49.90507888793945
2017-09-12,50.25820541381836
2017-09-13,49.88043975830078
2017-09-14,49.37686538696289
