,MLM
2014-05-30,112.56473541259766
2014-06-02,112.45475006103516
2014-06-03,111.25395202636719
2014-06-04,112.41807556152344
2014-06-05,116.32301330566406
2014-06-06,117.95465087890625
2014-06-09,117.3038558959961
2014-06-10,119.77880859375
2014-06-11,118.34879302978516
2014-06-12,117.3863754272461
2014-06-13,121.08964538574219
2014-06-16,120.0721435546875
2014-06-17,119.85213470458984
2014-06-18,122.93208312988281
2014-06-19,122.89540100097656
2014-06-20,123.6654281616211
2014-06-23,122.65708923339844
2014-06-24,120.43882751464844
2014-06-25,120.01714324951172
2014-06-26,119.28382110595703
2014-06-27,121.20875549316406
2014-06-30,121.04379272460938
2014-07-01,120.99795532226562
2014-07-02,116.46968078613281
2014-07-03,116.1121826171875
2014-07-07,114.76470947265625
2014-07-08,115.88304901123047
2014-07-09,117.1205062866211
2014-07-10,118.52301025390625
2014-07-11,118.35796356201172
2014-07-14,118.72467041015625
2014-07-15,118.72467041015625
2014-07-16,118.92634582519531
2014-07-17,117.4871826171875
2014-07-18,119.64128875732422
2014-07-21,117.21219635009766
2014-07-22,119.22882843017578
2014-07-23,120.64959716796875
2014-07-24,120.9062728881836
2014-07-25,119.9804458618164
2014-07-28,118.10132598876953
2014-07-29,118.40384674072266
2014-07-30,117.81718444824219
2014-07-31,113.87557983398438
2014-08-01,115.26888275146484
2014-08-04,116.18553924560547
2014-08-05,116.04803466796875
2014-08-06,115.59884643554688
2014-08-07,115.3055419921875
2014-08-08,116.51554107666016
2014-08-11,115.49803924560547
2014-08-12,115.12220764160156
2014-08-13,115.95637512207031
2014-08-14,116.85469055175781
2014-08-15,116.28636169433594
2014-08-18,117.3038558959961
2014-08-19,118.37632751464844
2014-08-20,118.44049835205078
2014-08-21,118.37632751464844
2014-08-22,118.41297149658203
2014-08-25,118.52301025390625
2014-08-26,119.82463073730469
2014-08-27,119.25634765625
2014-08-28,120.04704284667969
2014-08-29,120.41488647460938
2014-09-02,119.36665344238281
2014-09-03,119.04481506347656
2014-09-04,120.22175598144531
2014-09-05,121.54580688476562
2014-09-08,120.91140747070312
2014-09-09,120.37809753417969
2014-09-10,120.24014282226562
2014-09-11,120.7366714477539
2014-09-12,118.81495666503906
2014-09-15,117.75757598876953
2014-09-16,118.03338623046875
2014-09-17,118.06098175048828
2014-09-18,117.95983123779297
2014-09-19,118.08857727050781
2014-09-22,118.25408935546875
2014-09-23,119.53215026855469
2014-09-24,121.60096740722656
2014-09-25,120.11143493652344
2014-09-26,120.20337677001953
2014-09-29,119.24712371826172
2014-09-30,118.55751037597656
2014-10-01,115.30259704589844
2014-10-02,113.4911880493164
2014-10-03,112.99466705322266
2014-10-06,111.18331909179688
2014-10-07,108.55358123779297
2014-10-08,109.13286590576172
2014-10-09,106.52156066894531
2014-10-10,103.07349395751953
2014-10-13,98.63241577148438
2014-10-14,98.71517181396484
2014-10-15,100.49896240234375
2014-10-16,104.14928436279297
2014-10-17,108.23175811767578
2014-10-20,109.96959686279297
2014-10-21,111.31200408935547
2014-10-22,109.69375610351562
2014-10-23,111.69819641113281
2014-10-24,113.03144073486328
2014-10-27,110.90747833251953
2014-10-28,107.48697662353516
2014-10-29,105.80432891845703
2014-10-30,106.10777282714844
2014-10-31,107.5053939819336
2014-11-03,108.02947235107422
2014-11-04,107.68929290771484
2014-11-05,110.7787094116211
2014-11-06,112.9211196899414
2014-11-07,113.84059143066406
2014-11-10,114.78765869140625
2014-11-11,115.4588623046875
2014-11-12,116.14846801757812
2014-11-13,114.59455108642578
2014-11-14,116.28641510009766
2014-11-17,115.6519546508789
2014-11-18,117.23346710205078
2014-11-19,117.86790466308594
2014-11-20,118.28165435791016
2014-11-21,119.73444366455078
2014-11-24,119.78042602539062
2014-11-25,117.09555053710938
2014-11-26,115.77655029296875
2014-11-28,110.7219009399414
2014-12-01,106.69116973876953
2014-12-02,109.39368438720703
2014-12-03,110.62969207763672
2014-12-04,110.31609344482422
2014-12-05,108.82183074951172
2014-12-08,104.9478759765625
2014-12-09,105.8517837524414
2014-12-10,102.87251281738281
2014-12-11,102.7987289428711
2014-12-12,99.07231903076172
2014-12-15,96.67414855957031
2014-12-16,98.32521057128906
2014-12-17,102.62347412109375
2014-12-18,106.44210052490234
2014-12-19,110.00247955322266
2014-12-22,105.16001892089844
2014-12-23,103.11234283447266
2014-12-24,103.02009582519531
2014-12-26,102.83561706542969
2014-12-29,103.2598876953125
2014-12-30,102.29143524169922
2014-12-31,101.75645446777344
2015-01-02,102.24530792236328
2015-01-05,98.076171875
2015-01-06,97.1353530883789
2015-01-07,99.4043960571289
2015-01-08,103.22300720214844
2015-01-09,101.25836181640625
2015-01-12,101.5442886352539
2015-01-13,100.30831146240234
2015-01-14,98.38053131103516
2015-01-15,96.4620132446289
2015-01-16,99.56119537353516
2015-01-20,100.10538482666016
2015-01-21,101.78409576416016
2015-01-22,102.34676361083984
2015-01-23,101.30447387695312
2015-01-26,103.70264434814453
2015-01-27,102.9094009399414
2015-01-28,99.2014389038086
2015-01-29,101.4797134399414
2015-01-30,99.37671661376953
2015-02-02,104.54203033447266
2015-02-03,106.25762939453125
2015-02-04,106.05471801757812
2015-02-05,108.47130584716797
2015-02-06,108.8126220703125
2015-02-09,109.91026306152344
2015-02-10,126.58678436279297
2015-02-11,129.21556091308594
2015-02-12,131.05105590820312
2015-02-13,133.95657348632812
2015-02-17,132.51766967773438
2015-02-18,133.6982879638672
2015-02-19,133.74440002441406
2015-02-20,132.1210479736328
2015-02-23,132.29629516601562
2015-02-24,132.16714477539062
2015-02-25,131.42922973632812
2015-02-26,131.0037841796875
2015-02-27,131.65127563476562
2015-03-02,132.5947723388672
2015-03-03,132.27096557617188
2015-03-04,132.11373901367188
2015-03-05,131.7714385986328
2015-03-06,130.13426208496094
2015-03-09,129.37579345703125
2015-03-10,127.29460906982422
2015-03-11,128.46934509277344
2015-03-12,132.72425842285156
2015-03-13,131.1702880859375
2015-03-16,131.68821716308594
2015-03-17,131.66973876953125
2015-03-18,131.79925537109375
2015-03-19,128.27513122558594
2015-03-20,128.1085968017578
2015-03-23,129.14459228515625
2015-03-24,130.13426208496094
2015-03-25,129.4590606689453
2015-03-26,131.45700073242188
2015-03-27,131.09622192382812
2015-03-30,132.1229705810547
2015-03-31,129.31109619140625
2015-04-01,127.73865509033203
2015-04-02,127.05412292480469
2015-04-06,128.88552856445312
2015-04-07,125.62042999267578
2015-04-08,125.97190856933594
2015-04-09,126.7303466796875
2015-04-10,128.1456298828125
2015-04-13,127.64606475830078
2015-04-14,127.82193756103516
2015-04-15,131.512451171875
2015-04-16,131.35525512695312
2015-04-17,129.7180633544922
2015-04-20,129.46827697753906
2015-04-21,127.98834228515625
2015-04-22,126.94314575195312
2015-04-23,127.86814880371094
2015-04-24,128.13636779785156
2015-04-27,125.72216033935547
2015-04-28,125.88866424560547
2015-04-29,126.07365417480469
2015-04-30,131.94723510742188
2015-05-01,136.73863220214844
2015-05-04,137.25660705566406
2015-05-05,135.85986328125
2015-05-06,137.90403747558594
2015-05-07,139.2822723388672
2015-05-08,143.2689208984375
2015-05-11,142.24217224121094
2015-05-12,139.43946838378906
2015-05-13,142.4178924560547
2015-05-14,143.0654296875
2015-05-15,143.6666259765625
2015-05-18,143.6573486328125
2015-05-19,142.68614196777344
2015-05-20,141.983154296875
2015-05-21,142.98214721679688
2015-05-22,140.8731689453125
2015-05-26,139.80953979492188
2015-05-27,141.41893005371094
2015-05-28,140.10202026367188
2015-05-29,138.19158935546875
2015-06-01,136.38319396972656
2015-06-02,138.5347442626953
2015-06-03,137.12510681152344
2015-06-04,137.25491333007812
2015-06-05,137.34764099121094
2015-06-08,137.8762969970703
2015-06-09,137.8206024169922
2015-06-10,140.64918518066406
2015-06-11,140.9181671142578
2015-06-12,137.1529083251953
2015-06-15,135.50221252441406
2015-06-16,135.17755126953125
2015-06-17,134.4634552001953
2015-06-18,136.661376953125
2015-06-19,137.48681640625
2015-06-22,137.70008850097656
2015-06-23,137.37548828125
2015-06-24,135.31671142578125
2015-06-25,134.67677307128906
2015-06-26,134.3614501953125
2015-06-29,131.8018035888672
2015-06-30,131.2361297607422
2015-07-01,133.41551208496094
2015-07-02,133.5453338623047
2015-07-06,133.971923828125
2015-07-07,134.5005645751953
2015-07-08,134.10177612304688
2015-07-09,136.11424255371094
2015-07-10,141.7992401123047
2015-07-13,142.2257843017578
2015-07-14,140.83470153808594
2015-07-15,139.99069213867188
2015-07-16,142.62457275390625
2015-07-17,145.16561889648438
2015-07-20,148.59701538085938
2015-07-21,148.6062774658203
2015-07-22,149.1627197265625
2015-07-23,147.7159881591797
2015-07-24,146.3712615966797
2015-07-27,142.4484100341797
2015-07-28,144.6833953857422
2015-07-29,145.9539337158203
2015-07-30,146.0373992919922
2015-07-31,145.43455505371094
2015-08-03,145.15635681152344
2015-08-04,153.4194793701172
2015-08-05,157.78753662109375
2015-08-06,155.5432586669922
2015-08-07,155.41339111328125
2015-08-10,159.51248168945312
2015-08-11,158.58509826660156
2015-08-12,160.0781707763672
2015-08-13,159.651611328125
2015-08-14,162.3225555419922
2015-08-17,162.40599060058594
2015-08-18,162.9346160888672
2015-08-19,158.48306274414062
2015-08-20,154.8291473388672
2015-08-21,149.90460205078125
2015-08-24,143.57977294921875
2015-08-25,143.13467407226562
2015-08-26,146.4732666015625
2015-08-27,153.01150512695312
2015-08-28,153.85739135742188
2015-08-31,155.99560546875
2015-09-01,152.20262145996094
2015-09-02,156.69285583496094
2015-09-03,156.09788513183594
2015-09-04,154.74990844726562
2015-09-08,158.03155517578125
2015-09-09,156.73934936523438
2015-09-10,158.75668334960938
2015-09-11,159.41671752929688
2015-09-14,160.71827697753906
2015-09-15,162.77279663085938
2015-09-16,164.0928497314453
2015-09-17,163.5536651611328
2015-09-18,157.93856811523438
2015-09-21,159.5189971923828
2015-09-22,154.34080505371094
2015-09-23,150.09234619140625
2015-09-24,148.4561309814453
2015-09-25,148.17723083496094
2015-09-28,141.9950714111328
2015-09-29,137.93243408203125
2015-09-30,141.26065063476562
2015-10-01,145.69508361816406
2015-10-02,151.607666015625
2015-10-05,152.76966857910156
2015-10-06,148.1307373046875
2015-10-07,148.50262451171875
2015-10-08,151.58905029296875
2015-10-09,153.45770263671875
2015-10-12,150.6222381591797
2015-10-13,144.19834899902344
2015-10-14,141.07464599609375
2015-10-15,138.72268676757812
2015-10-16,140.7864990234375
2015-10-19,137.99752807617188
2015-10-20,137.9417724609375
2015-10-21,135.63624572753906
2015-10-22,141.67901611328125
2015-10-23,142.12522888183594
2015-10-26,138.127685546875
2015-10-27,136.67742919921875
2015-10-28,142.10662841796875
2015-10-29,141.0095977783203
2015-10-30,144.23553466796875
2015-11-02,144.34707641601562
2015-11-03,132.1128387451172
2015-11-04,135.5897674560547
2015-11-05,144.40284729003906
2015-11-06,144.07742309570312
2015-11-09,141.4465789794922
2015-11-10,142.75738525390625
2015-11-11,144.8490753173828
2015-11-12,140.84230041503906
2015-11-13,142.636474609375
2015-11-16,146.42022705078125
2015-11-17,145.92747497558594
2015-11-18,148.0935821533203
2015-11-19,149.3207244873047
2015-11-20,149.55311584472656
2015-11-23,148.66993713378906
2015-11-24,149.6461181640625
2015-11-25,148.9767608642578
2015-11-27,150.04852294921875
2015-11-30,146.69338989257812
2015-12-01,148.5014190673828
2015-12-02,147.21533203125
2015-12-03,143.18919372558594
2015-12-04,144.7083282470703
2015-12-07,137.2897186279297
2015-12-08,138.4547119140625
2015-12-09,134.6336212158203
2015-12-10,133.87867736816406
2015-12-11,132.42483520507812
2015-12-14,132.9187774658203
2015-12-15,135.23007202148438
2015-12-16,137.625244140625
2015-12-17,133.03062438964844
2015-12-18,130.3931121826172
2015-12-21,131.4089813232422
2015-12-22,130.3278350830078
2015-12-23,133.23565673828125
2015-12-24,132.6484832763672
2015-12-28,130.29989624023438
2015-12-29,131.0920867919922
2015-12-30,127.9513168334961
2015-12-31,127.28958129882812
2016-01-04,126.57198333740234
2016-01-05,124.12091064453125
2016-01-06,120.998779296875
2016-01-07,120.74713134765625
2016-01-08,117.55045318603516
2016-01-11,116.24564361572266
2016-01-12,119.25596618652344
2016-01-13,114.5215072631836
2016-01-14,115.20182800292969
2016-01-15,116.20838928222656
2016-01-19,111.08251953125
2016-01-20,109.04146575927734
2016-01-21,110.31829071044922
2016-01-22,115.19252014160156
2016-01-25,109.37699127197266
2016-01-26,111.4925537109375
2016-01-27,111.8374252319336
2016-01-28,110.40216827392578
2016-01-29,117.03785705566406
2016-02-01,115.30435943603516
2016-02-02,112.94646453857422
2016-02-03,113.05830383300781
2016-02-04,115.94741821289062
2016-02-05,114.6799545288086
2016-02-08,109.83364868164062
2016-02-09,120.11338806152344
2016-02-10,122.44335174560547
2016-02-11,120.59801483154297
2016-02-12,123.82262420654297
2016-02-16,126.19918823242188
2016-02-17,129.46107482910156
2016-02-18,126.80500030517578
2016-02-19,126.73037719726562
2016-02-22,130.52359008789062
2016-02-23,128.9765167236328
2016-02-24,133.03062438964844
2016-02-25,133.73890686035156
2016-02-26,132.89779663085938
2016-02-29,133.29031372070312
2016-03-01,137.1595001220703
2016-03-02,137.9071502685547
2016-03-03,138.72021484375
2016-03-04,138.1781768798828
2016-03-07,144.52398681640625
2016-03-08,142.24366760253906
2016-03-09,142.73890686035156
2016-03-10,143.35574340820312
2016-03-11,146.33712768554688
2016-03-14,144.4585723876953
2016-03-15,143.19692993164062
2016-03-16,143.96324157714844
2016-03-17,145.7109375
2016-03-18,146.5707244873047
2016-03-21,145.9351806640625
2016-03-22,145.6455078125
2016-03-23,143.7762908935547
2016-03-24,143.61749267578125
2016-03-28,143.8230743408203
2016-03-29,144.13148498535156
2016-03-30,144.70152282714844
2016-03-31,149.07545471191406
2016-04-01,151.4492645263672
2016-04-04,149.44924926757812
2016-04-05,148.93521118164062
2016-04-06,153.1221923828125
2016-04-07,151.3651123046875
2016-04-08,155.30906677246094
2016-04-11,153.36520385742188
2016-04-12,153.13150024414062
2016-04-13,154.52406311035156
2016-04-14,154.5334014892578
2016-04-15,154.79505920410156
2016-04-18,157.31842041015625
2016-04-19,156.63623046875
2016-04-20,158.66424560546875
2016-04-21,157.67359924316406
2016-04-22,159.43994140625
2016-04-25,158.4492645263672
2016-04-26,159.11285400390625
2016-04-27,161.25303649902344
2016-04-28,158.94464111328125
2016-04-29,158.1595458984375
2016-05-02,160.87924194335938
2016-05-03,161.8605194091797
2016-05-04,158.3745574951172
2016-05-05,163.5521240234375
2016-05-06,166.27174377441406
2016-05-09,170.3278350830078
2016-05-10,175.56155395507812
2016-05-11,174.5054473876953
2016-05-12,174.55218505859375
2016-05-13,172.66433715820312
2016-05-16,174.36521911621094
2016-05-17,174.04747009277344
2016-05-18,173.5895538330078
2016-05-19,172.8418731689453
2016-05-20,174.935302734375
2016-05-23,176.4399871826172
2016-05-24,178.15029907226562
2016-05-25,180.5148468017578
2016-05-26,179.15966796875
2016-05-27,179.6560516357422
2016-05-31,177.0430908203125
2016-06-01,176.7527618408203
2016-06-02,175.97544860839844
2016-06-03,174.8796844482422
2016-06-06,175.2543182373047
2016-06-07,175.18870544433594
2016-06-08,177.75482177734375
2016-06-09,177.22103881835938
2016-06-10,173.76519775390625
2016-06-13,171.2833709716797
2016-06-14,170.1407928466797
2016-06-15,172.00453186035156
2016-06-16,171.65798950195312
2016-06-17,171.1428985595703
2016-06-20,172.43531799316406
2016-06-21,172.1543731689453
2016-06-22,172.23867797851562
2016-06-23,176.02227783203125
2016-06-24,175.99417114257812
2016-06-27,167.864990234375
2016-06-28,169.39157104492188
2016-06-29,173.45614624023438
2016-06-30,179.81521606445312
2016-07-01,177.1273651123047
2016-07-05,174.91717529296875
2016-07-06,182.54989624023438
2016-07-07,182.95265197753906
2016-07-08,184.21694946289062
2016-07-11,184.05776977539062
2016-07-12,185.36886596679688
2016-07-13,184.37619018554688
2016-07-14,184.58224487304688
2016-07-15,185.03175354003906
2016-07-18,187.2794647216797
2016-07-19,185.6592559814453
2016-07-20,185.7622528076172
2016-07-21,183.6363067626953
2016-07-22,185.66860961914062
2016-07-25,186.08067321777344
2016-07-26,189.04953002929688
2016-07-27,188.73110961914062
2016-07-28,192.64578247070312
2016-07-29,189.78933715820312
2016-08-01,183.8516845703125
2016-08-02,185.90274047851562
2016-08-03,187.43862915039062
2016-08-04,185.8746337890625
2016-08-05,185.7247772216797
2016-08-08,187.71029663085938
2016-08-09,187.16705322265625
2016-08-10,187.54168701171875
2016-08-11,185.94015502929688
2016-08-12,183.99220275878906
2016-08-15,186.80178833007812
2016-08-16,184.33872985839844
2016-08-17,181.5852813720703
2016-08-18,181.9505615234375
2016-08-19,180.04940795898438
2016-08-22,182.69976806640625
2016-08-23,182.76531982421875
2016-08-24,183.0462646484375
2016-08-25,179.09410095214844
2016-08-26,176.33132934570312
2016-08-29,177.5769500732422
2016-08-30,177.2390594482422
2016-08-31,171.79501342773438
2016-09-01,172.2643280029297
2016-09-02,173.29685974121094
2016-09-06,169.8426971435547
2016-09-07,169.7957000732422
2016-09-08,168.89471435546875
2016-09-09,164.2579803466797
2016-09-12,168.84780883789062
2016-09-13,167.54310607910156
2016-09-14,166.49185180664062
2016-09-15,166.9142303466797
2016-09-16,163.2723846435547
2016-09-19,164.22976684570312
2016-09-20,164.0326385498047
2016-09-21,167.92794799804688
2016-09-22,170.75320434570312
2016-09-23,170.16184997558594
2016-09-26,172.00152587890625
2016-09-27,172.31124877929688
2016-09-28,173.7379608154297
2016-09-29,171.29757690429688
2016-09-30,168.1156768798828
2016-10-03,166.0413360595703
2016-10-04,164.9149627685547
2016-10-05,164.97128295898438
2016-10-06,167.49618530273438
2016-10-07,159.67745971679688
2016-10-10,160.73812866210938
2016-10-11,158.80458068847656
2016-10-12,159.46157836914062
2016-10-13,161.41397094726562
2016-10-14,162.73744201660156
2016-10-17,166.31350708007812
2016-10-18,167.27090454101562
2016-10-19,166.45425415039062
2016-10-20,167.3553466796875
2016-10-21,168.6975860595703
2016-10-24,169.2701873779297
2016-10-25,167.10195922851562
2016-10-26,167.09255981445312
2016-10-27,166.0319366455078
2016-10-28,170.19000244140625
2016-10-31,174.00079345703125
2016-11-01,181.04037475585938
2016-11-02,178.75958251953125
2016-11-03,176.91049194335938
2016-11-04,180.52420043945312
2016-11-07,186.09950256347656
2016-11-08,189.61001586914062
2016-11-09,211.55487060546875
2016-11-10,219.18577575683594
2016-11-11,215.63787841796875
2016-11-14,217.28973388671875
2016-11-15,215.1121368408203
2016-11-16,207.29354858398438
2016-11-17,207.4999542236328
2016-11-18,206.1859588623047
2016-11-21,209.14256286621094
2016-11-22,207.69711303710938
2016-11-23,210.45668029785156
2016-11-25,211.4797821044922
2016-11-28,203.04161071777344
2016-11-29,205.4867401123047
2016-11-30,206.38015747070312
2016-12-01,207.74380493164062
2016-12-02,209.953857421875
2016-12-05,210.22654724121094
2016-12-06,211.91000366210938
2016-12-07,216.1608123779297
2016-12-08,216.97894287109375
2016-12-09,217.39273071289062
2016-12-12,210.36761474609375
2016-12-13,208.9663848876953
2016-12-14,208.59957885742188
2016-12-15,208.22340393066406
2016-12-16,207.26417541503906
2016-12-19,209.41781616210938
2016-12-20,212.57765197753906
2016-12-21,212.02284240722656
2016-12-22,210.80023193359375
2016-12-23,211.70306396484375
2016-12-27,215.54013061523438
2016-12-28,212.69993591308594
2016-12-29,211.4491424560547
2016-12-30,208.33627319335938
2017-01-03,210.02908325195312
2017-01-04,212.8786163330078
2017-01-05,213.02911376953125
2017-01-06,206.7469482421875
2017-01-09,206.29550170898438
2017-01-10,207.424072265625
2017-01-11,208.73130798339844
2017-01-12,206.8221893310547
2017-01-13,207.52749633789062
2017-01-17,206.7657470703125
2017-01-18,211.93817138671875
2017-01-19,212.31434631347656
2017-01-20,214.1858367919922
2017-01-23,213.81907653808594
2017-01-24,220.53382873535156
2017-01-25,227.587158203125
2017-01-26,227.22979736328125
2017-01-27,225.49937438964844
2017-01-30,221.2955780029297
2017-01-31,215.92568969726562
2017-02-01,216.77203369140625
2017-02-02,214.97579956054688
2017-02-03,217.1576385498047
2017-02-06,216.84732055664062
2017-02-07,213.1231231689453
2017-02-08,212.77511596679688
2017-02-09,211.90057373046875
2017-02-10,216.6027374267578
2017-02-13,217.60903930664062
2017-02-14,212.9256591796875
2017-02-15,208.77828979492188
2017-02-16,208.33627319335938
2017-02-17,204.5933074951172
2017-02-21,206.8785858154297
2017-02-22,205.90049743652344
2017-02-23,196.25160217285156
2017-02-24,197.54002380371094
2017-02-27,202.43966674804688
2017-02-28,203.08860778808594
2017-03-01,209.03221130371094
2017-03-02,206.36569213867188
2017-03-03,205.11256408691406
2017-03-06,202.27647399902344
2017-03-07,197.80088806152344
2017-03-08,198.6678009033203
2017-03-09,196.13316345214844
2017-03-10,200.51451110839844
2017-03-13,202.51199340820312
2017-03-14,199.44039916992188
2017-03-15,201.6545867919922
2017-03-16,198.2154541015625
2017-03-17,199.70416259765625
2017-03-20,198.91273498535156
2017-03-21,197.00942993164062
2017-03-22,200.26010131835938
2017-03-23,201.15524291992188
2017-03-24,195.26634216308594
2017-03-27,195.07791137695312
2017-03-28,197.79147338867188
2017-03-29,201.89015197753906
2017-03-30,199.33673095703125
2017-03-31,205.6402130126953
2017-04-03,202.04090881347656
2017-04-04,203.52963256835938
2017-04-05,202.5591278076172
2017-04-06,205.60250854492188
2017-04-07,208.6175994873047
2017-04-10,207.58119201660156
2017-04-11,206.90277099609375
2017-04-12,200.49563598632812
2017-04-13,197.97047424316406
2017-04-17,200.4014434814453
2017-04-18,198.55471801757812
2017-04-19,198.9598846435547
2017-04-20,204.73568725585938
2017-04-21,206.24325561523438
2017-04-24,209.9367218017578
2017-04-25,210.58688354492188
2017-04-26,208.3726348876953
2017-04-27,210.4455108642578
2017-04-28,207.46815490722656
2017-05-01,209.99331665039062
2017-05-02,225.9922332763672
2017-05-03,225.16305541992188
2017-05-04,223.30686950683594
2017-05-05,223.8251190185547
2017-05-08,220.75343322753906
2017-05-09,220.32943725585938
2017-05-10,220.7440643310547
2017-05-11,220.2540740966797
2017-05-12,217.22010803222656
2017-05-15,221.60140991210938
2017-05-16,219.56625366210938
2017-05-17,211.78350830078125
2017-05-18,216.03294372558594
2017-05-19,215.1943359375
2017-05-22,218.37901306152344
2017-05-23,217.71005249023438
2017-05-24,214.27098083496094
2017-05-25,216.26846313476562
2017-05-26,214.60073852539062
2017-05-30,214.0154571533203
2017-05-31,211.54229736328125
2017-06-01,215.18603515625
2017-06-02,213.85499572753906
2017-06-05,214.92169189453125
2017-06-06,213.02432250976562
2017-06-07,214.78005981445312
2017-06-08,219.10345458984375
2017-06-09,221.6615753173828
2017-06-12,219.10345458984375
2017-06-13,222.3790283203125
2017-06-14,217.98016357421875
2017-06-15,216.56419372558594
2017-06-16,217.4232177734375
2017-06-19,218.74472045898438
2017-06-20,216.29989624023438
2017-06-21,214.36477661132812
2017-06-22,213.70401000976562
2017-06-23,215.4786376953125
2017-06-26,219.21673583984375
2017-06-27,212.66561889648438
2017-06-28,214.56300354003906
2017-06-29,208.9746856689453
2017-06-30,210.10745239257812
2017-07-03,210.84378051757812
2017-07-05,214.1287384033203
2017-07-06,213.33580017089844
2017-07-07,215.12939453125
2017-07-10,212.14645385742188
2017-07-11,208.35171508789062
2017-07-12,212.47679138183594
2017-07-13,211.76882934570312
2017-07-14,210.7588348388672
2017-07-17,211.24024963378906
2017-07-18,208.23843383789062
2017-07-19,211.4006805419922
2017-07-20,212.18418884277344
2017-07-21,212.08035278320312
2017-07-24,214.27980041503906
2017-07-25,215.31809997558594
2017-07-26,214.79901123046875
2017-07-27,213.09986877441406
2017-07-28,213.80783081054688
2017-07-31,213.74172973632812
2017-08-01,200.09201049804688
2017-08-02,204.1133270263672
2017-08-03,199.0159149169922
2017-08-04,202.4047088623047
2017-08-07,202.01771545410156
2017-08-08,198.10972595214844
2017-08-09,199.12921142578125
2017-08-10,195.20228576660156
2017-08-11,193.29547119140625
2017-08-14,193.90904235839844
2017-08-15,194.8058319091797
2017-08-16,193.6164093017578
2017-08-17,189.1797637939453
2017-08-18,189.3025360107422
2017-08-21,187.80157470703125
2017-08-22,189.56686401367188
2017-08-23,192.00225830078125
2017-08-24,188.77391052246094
2017-08-25,184.5827178955078
2017-08-28,189.12313842773438
2017-08-29,191.45480346679688
2017-08-30,201.8195037841797
2017-08-31,200.52359008789062
2017-09-01,200.1168670654297
2017-09-05,196.56019592285156
2017-09-06,197.79942321777344
2017-09-07,197.5533905029297
2017-09-08,200.5330352783203
2017-09-11,193.21168518066406
2017-09-12,194.0535125732422
2017-09-13,192.29417419433594
2017-09-14,188.65240478515625
2017-09-15,188.42538452148438
2017-09-18,191.4523162841797
