,MLM
2017-09-19,188.37803649902344
2017-09-20,191.21585083007812
2017-09-21,188.992919921875
2017-09-22,187.94297790527344
2017-09-25,185.53086853027344
2017-09-26,185.9187469482422
2017-09-27,191.63198852539062
2017-09-28,193.9116668701172
2017-09-29,195.0751495361328
2017-10-02,193.9021759033203
2017-10-03,195.24539184570312
2017-10-04,194.82916259765625
2017-10-05,198.5560302734375
2017-10-06,194.81027221679688
2017-10-09,194.79135131835938
2017-10-10,194.04409790039062
2017-10-11,192.71035766601562
2017-10-12,194.838623046875
2017-10-13,193.5049591064453
2017-10-16,194.42247009277344
2017-10-17,192.4738311767578
2017-10-18,192.35092163085938
2017-10-19,198.16824340820312
2017-10-20,204.46800231933594
2017-10-23,201.7154541015625
2017-10-24,204.87477111816406
2017-10-25,200.75054931640625
2017-10-26,205.1869354248047
2017-10-27,205.3760986328125
2017-10-30,206.0760498046875
2017-10-31,205.1206817626953
2017-11-01,205.54637145996094
2017-11-02,197.65748596191406
2017-11-03,200.35330200195312
2017-11-06,201.07220458984375
2017-11-07,198.67901611328125
2017-11-08,201.66812133789062
2017-11-09,201.43167114257812
2017-11-10,201.7154541015625
2017-11-13,200.9776153564453
2017-11-14,200.68441772460938
2017-11-15,195.0278778076172
2017-11-16,198.05474853515625
2017-11-17,196.48452758789062
2017-11-20,197.4493865966797
2017-11-21,196.2196807861328
2017-11-22,195.92645263671875
2017-11-24,194.76295471191406
2017-11-27,190.9036865234375
2017-11-28,193.2967987060547
2017-11-29,197.2318115234375
2017-11-30,197.53509521484375
2017-12-01,192.09414672851562
2017-12-04,197.58251953125
2017-12-05,195.17486572265625
2017-12-06,191.01353454589844
2017-12-07,197.686767578125
2017-12-08,202.94773864746094
2017-12-11,197.80999755859375
2017-12-12,196.4545135498047
2017-12-13,197.1749267578125
2017-12-14,191.66758728027344
2017-12-15,193.79086303710938
2017-12-18,196.814697265625
2017-12-19,193.06097412109375
2017-12-20,193.98046875
2017-12-21,199.52572631835938
2017-12-22,200.1039581298828
2017-12-26,206.23696899414062
2017-12-27,206.83412170410156
2017-12-28,206.1326904296875
2017-12-29,209.52615356445312
2018-01-02,213.27993774414062
2018-01-03,215.64974975585938
2018-01-04,216.1236572265625
2018-01-05,215.48855590820312
2018-01-08,218.25650024414062
2018-01-09,216.13308715820312
2018-01-10,214.8249969482422
2018-01-11,217.67822265625
2018-01-12,218.73989868164062
2018-01-16,214.40794372558594
2018-01-17,215.21363830566406
2018-01-18,214.83448791503906
2018-01-19,215.1567840576172
2018-01-22,214.90087890625
2018-01-23,219.36553955078125
2018-01-24,220.16175842285156
2018-01-25,225.73545837402344
2018-01-26,227.460693359375
2018-01-29,224.56954956054688
2018-01-30,223.55531311035156
2018-01-31,216.28482055664062
2018-02-01,212.40785217285156
2018-02-02,205.97152709960938
2018-02-05,198.2081756591797
2018-02-06,199.49732971191406
2018-02-07,207.45028686523438
2018-02-08,197.5635986328125
2018-02-09,203.21307373046875
2018-02-12,201.67750549316406
2018-02-13,207.03318786621094
2018-02-14,204.46437072753906
2018-02-15,210.99542236328125
2018-02-16,204.98570251464844
2018-02-20,202.93821716308594
2018-02-21,201.25094604492188
2018-02-22,201.07083129882812
2018-02-23,200.5589599609375
2018-02-26,200.17979431152344
2018-02-27,195.45919799804688
2018-02-28,193.30746459960938
2018-03-01,193.42123413085938
2018-03-02,194.0861358642578
2018-03-05,195.14060974121094
2018-03-06,198.19000244140625
2018-03-07,197.73402404785156
2018-03-08,196.65109252929688
2018-03-09,198.71241760253906
2018-03-12,199.22543334960938
2018-03-13,199.79544067382812
2018-03-14,196.38510131835938
2018-03-15,195.1691131591797
2018-03-16,196.83155822753906
2018-03-19,194.2666473388672
2018-03-20,193.9911651611328
2018-03-21,196.3945770263672
2018-03-22,191.6162567138672
2018-03-23,195.3876190185547
2018-03-26,198.8169403076172
2018-03-27,195.15013122558594
2018-03-28,191.69224548339844
2018-03-29,196.92649841308594
2018-04-02,191.29327392578125
2018-04-03,191.25527954101562
2018-04-04,194.1526641845703
2018-04-05,197.63900756835938
2018-04-06,192.10073852539062
2018-04-09,189.6213836669922
2018-04-10,194.93165588378906
2018-04-11,192.6707305908203
2018-04-12,192.29075622558594
2018-04-13,186.30596923828125
2018-04-16,189.0798797607422
2018-04-17,191.74929809570312
2018-04-18,193.35470581054688
2018-04-19,188.25340270996094
2018-04-20,186.87599182128906
2018-04-23,187.07540893554688
2018-04-24,183.6271209716797
2018-04-25,186.41998291015625
2018-04-26,186.05899047851562
2018-04-27,186.50552368164062
2018-04-30,185.02354431152344
2018-05-01,185.36557006835938
2018-05-02,187.0374755859375
2018-05-03,192.28123474121094
2018-05-04,193.79168701171875
2018-05-07,194.3711395263672
2018-05-08,202.7782745361328
2018-05-09,201.9708251953125
2018-05-10,200.17538452148438
2018-05-11,204.66868591308594
2018-05-14,202.78778076171875
2018-05-15,206.27415466308594
2018-05-16,207.3476104736328
2018-05-17,202.8257598876953
2018-05-18,208.33554077148438
2018-05-21,206.92010498046875
2018-05-22,205.314697265625
2018-05-23,208.35455322265625
2018-05-24,207.4805908203125
2018-05-25,206.80612182617188
2018-05-29,208.7345428466797
2018-05-30,209.73196411132812
2018-05-31,212.1401824951172
2018-06-01,214.31040954589844
2018-06-04,216.3949737548828
2018-06-05,215.80482482910156
2018-06-06,216.62347412109375
2018-06-07,218.49859619140625
2018-06-08,218.5081024169922
2018-06-11,218.65086364746094
2018-06-12,219.20298767089844
2018-06-13,218.8887939453125
2018-06-14,219.1172637939453
2018-06-15,218.2225341796875
2018-06-18,219.57418823242188
2018-06-19,216.62347412109375
2018-06-20,217.5752716064453
2018-06-21,213.82493591308594
2018-06-22,216.48065185546875
2018-06-25,214.1295623779297
2018-06-26,211.6547393798828
2018-06-27,209.1894073486328
2018-06-28,210.43641662597656
2018-06-29,212.57803344726562
2018-07-02,211.6928253173828
2018-07-03,214.48175048828125
2018-07-05,215.11949157714844
2018-07-06,216.5472869873047
2018-07-09,216.4615936279297
2018-07-10,215.11949157714844
2018-07-11,215.33840942382812
2018-07-12,214.8243865966797
2018-07-13,215.90003967285156
2018-07-16,214.09149169921875
2018-07-17,214.50079345703125
2018-07-18,214.91961669921875
2018-07-19,214.99578857421875
2018-07-20,213.42523193359375
2018-07-23,212.91119384765625
2018-07-24,213.40614318847656
2018-07-25,212.21633911132812
2018-07-26,196.8914337158203
2018-07-27,195.79681396484375
2018-07-30,191.98939514160156
2018-07-31,189.8191680908203
2018-08-01,191.9417724609375
2018-08-02,194.90208435058594
2018-08-03,196.9961700439453
2018-08-06,197.3197784423828
2018-08-07,198.5000762939453
2018-08-08,195.54933166503906
2018-08-09,193.72177124023438
2018-08-10,190.4949951171875
2018-08-13,191.32310485839844
2018-08-14,192.9888458251953
2018-08-15,193.25534057617188
2018-08-16,192.7603759765625
2018-08-17,193.22682189941406
2018-08-20,193.18870544433594
2018-08-21,194.3880615234375
2018-08-22,195.9205780029297
2018-08-23,193.5789794921875
2018-08-24,195.8634033203125
2018-08-27,198.2526092529297
2018-08-28,195.93959045410156
2018-08-29,196.9771270751953
2018-08-30,194.0548858642578
2018-08-31,189.59930419921875
2018-09-04,189.58970642089844
2018-09-05,190.43887329101562
2018-09-06,189.1985626220703
2018-09-07,187.25216674804688
2018-09-10,181.79469299316406
2018-09-11,183.66477966308594
2018-09-12,183.197265625
2018-09-13,184.2658233642578
2018-09-14,185.0959014892578
2018-09-17,184.22760009765625
2018-09-18,186.36485290527344
2018-09-19,187.0994873046875
2018-09-20,186.5175018310547
2018-09-21,183.35943603515625
2018-09-24,182.08094787597656
2018-09-25,180.6593017578125
2018-09-26,178.31222534179688
2018-09-27,178.52215576171875
2018-09-28,173.5989532470703
2018-10-01,175.89834594726562
2018-10-02,176.46124267578125
2018-10-03,176.84292602539062
2018-10-04,177.4630889892578
2018-10-05,174.2286834716797
2018-10-08,174.42901611328125
2018-10-09,172.58758544921875
2018-10-10,167.92202758789062
2018-10-11,161.1097412109375
2018-10-12,161.7967071533203
2018-10-15,160.85214233398438
2018-10-16,163.83848571777344
2018-10-17,158.4859619140625
2018-10-18,155.2801971435547
2018-10-19,154.2497100830078
2018-10-22,153.1048583984375
2018-10-23,156.386962890625
2018-10-24,156.34873962402344
2018-10-25,154.5646209716797
2018-10-26,149.53648376464844
2018-10-29,146.38790893554688
2018-10-30,158.58139038085938
2018-10-31,163.418701171875
2018-11-01,167.24462890625
2018-11-02,169.28639221191406
2018-11-05,166.80575561523438
2018-11-06,180.85012817382812
2018-11-07,181.05052185058594
2018-11-08,179.73385620117188
2018-11-09,175.83154296875
2018-11-12,173.15049743652344
2018-11-13,175.63116455078125
2018-11-14,178.84652709960938
2018-11-15,180.0582275390625
2018-11-16,180.29676818847656
2018-11-19,177.2054443359375
2018-11-20,176.69979858398438
2018-11-21,177.87330627441406
2018-11-23,178.13095092773438
2018-11-26,182.93960571289062
2018-11-27,183.56927490234375
2018-11-28,189.16036987304688
2018-11-29,187.77691650390625
2018-11-30,182.38262939453125
2018-12-03,185.92141723632812
2018-12-04,176.9883270263672
2018-12-06,178.0212860107422
2018-12-07,173.57383728027344
2018-12-10,172.13922119140625
2018-12-11,169.92030334472656
2018-12-12,171.26885986328125
2018-12-13,167.8543701171875
2018-12-14,167.14659118652344
2018-12-17,167.96913146972656
2018-12-18,169.26992797851562
2018-12-19,164.18170166015625
2018-12-20,160.6332550048828
2018-12-21,158.0891876220703
2018-12-24,156.65457153320312
2018-12-26,162.45050048828125
2018-12-27,163.0052490234375
2018-12-28,160.84373474121094
2018-12-31,164.3824920654297
2019-01-02,163.4930419921875
2019-01-03,163.081787109375
2019-01-04,168.7056427001953
2019-01-07,171.36453247070312
2019-01-08,170.7045440673828
2019-01-09,171.50796508789062
2019-01-10,171.7087860107422
2019-01-11,170.23590087890625
2019-01-14,171.40272521972656
2019-01-15,168.71514892578125
2019-01-16,167.0796661376953
2019-01-17,169.509033203125
2019-01-18,172.60784912109375
2019-01-22,172.38787841796875
2019-01-23,167.25180053710938
2019-01-24,168.37086486816406
2019-01-25,168.04568481445312
2019-01-28,171.79486083984375
2019-01-29,172.42617797851562
2019-01-30,170.7523651123047
2019-01-31,168.9829864501953
2019-02-01,175.8023223876953
2019-02-04,177.85870361328125
2019-02-05,179.7237548828125
2019-02-06,174.16688537597656
2019-02-07,174.3198699951172
2019-02-08,176.30931091308594
2019-02-11,177.88742065429688
2019-02-12,176.51968383789062
2019-02-13,172.56004333496094
2019-02-14,179.32205200195312
2019-02-15,181.78009033203125
2019-02-19,180.7758026123047
2019-02-20,183.89381408691406
2019-02-21,182.08615112304688
2019-02-22,181.72271728515625
2019-02-25,180.39324951171875
2019-02-26,182.77479553222656
2019-02-27,181.59832763671875
2019-02-28,179.61854553222656
2019-03-01,184.5472412109375
2019-03-04,187.05947875976562
2019-03-05,186.033447265625
2019-03-06,187.57730102539062
2019-03-07,188.8622283935547
2019-03-08,188.35403442382812
2019-03-11,190.46353149414062
2019-03-12,187.95120239257812
2019-03-13,182.84039306640625
2019-03-14,183.8184051513672
2019-03-15,185.54444885253906
2019-03-18,186.9444122314453
2019-03-19,189.638916015625
2019-03-20,187.7115020751953
2019-03-21,190.5210723876953
2019-03-22,184.2115936279297
2019-03-25,188.35403442382812
2019-03-26,188.65122985839844
2019-03-27,188.3636016845703
2019-03-28,189.77313232421875
2019-03-29,192.90867614746094
2019-04-01,195.6127471923828
2019-04-02,196.9839630126953
2019-04-03,194.32786560058594
2019-04-04,195.44015502929688
2019-04-05,197.3579559326172
2019-04-08,197.3579559326172
2019-04-09,196.5524444580078
2019-04-10,196.4182586669922
2019-04-11,198.69078063964844
2019-04-12,203.43728637695312
2019-04-15,202.94822692871094
2019-04-16,203.29339599609375
2019-04-17,200.9921112060547
2019-04-18,202.87149047851562
2019-04-22,203.42762756347656
2019-04-23,203.39891052246094
2019-04-24,205.23997497558594
2019-04-25,203.6194610595703
2019-04-26,205.4700927734375
2019-04-29,205.41256713867188
2019-04-30,212.7768096923828
2019-05-01,210.14950561523438
2019-05-02,213.77406311035156
2019-05-03,212.33572387695312
2019-05-06,211.73165893554688
2019-05-07,211.18507385253906
2019-05-08,207.2536163330078
2019-05-09,208.020751953125
2019-05-10,206.99472045898438
2019-05-13,203.75372314453125
2019-05-14,206.8125457763672
2019-05-15,208.37551879882812
2019-05-16,210.5809783935547
2019-05-17,208.58648681640625
2019-05-20,208.75906372070312
2019-05-21,211.2617645263672
2019-05-22,206.55364990234375
2019-05-23,203.98385620117188
2019-05-24,203.39891052246094
2019-05-28,199.9852752685547
2019-05-29,201.73046875
2019-05-30,203.82083129882812
2019-05-31,202.30238342285156
2019-06-03,207.8284454345703
2019-06-04,214.94979858398438
2019-06-05,217.05462646484375
2019-06-06,220.45668029785156
2019-06-07,221.64842224121094
2019-06-10,220.5816192626953
2019-06-11,212.3357696533203
2019-06-12,210.97105407714844
2019-06-13,213.90232849121094
2019-06-14,215.25735473632812
2019-06-17,215.68983459472656
2019-06-18,212.7297821044922
2019-06-19,213.56591796875
2019-06-20,215.28622436523438
2019-06-21,216.1703643798828
2019-06-24,216.18002319335938
2019-06-25,215.90126037597656
2019-06-26,215.43038940429688
2019-06-27,217.89068603515625
2019-06-28,221.148681640625
2019-07-01,219.2073211669922
2019-07-02,217.8810577392578
2019-07-03,222.02325439453125
2019-07-05,221.85023498535156
2019-07-08,220.08189392089844
2019-07-09,220.02426147460938
2019-07-10,217.20831298828125
2019-07-11,216.23768615722656
2019-07-12,217.67921447753906
2019-07-15,216.22805786132812
2019-07-16,221.16790771484375
2019-07-17,219.52447509765625
2019-07-18,216.7469940185547
2019-07-19,215.5841827392578
2019-07-22,212.45111083984375
2019-07-23,214.8249053955078
2019-07-24,217.91954040527344
2019-07-25,213.23916625976562
2019-07-26,215.10360717773438
2019-07-29,215.26698303222656
2019-07-30,236.74658203125
2019-07-31,238.10166931152344
2019-08-01,234.96865844726562
2019-08-02,236.4678955078125
2019-08-05,236.40065002441406
2019-08-06,237.54429626464844
2019-08-07,235.53570556640625
2019-08-08,241.2059326171875
2019-08-09,239.6970672607422
2019-08-12,238.82249450683594
2019-08-13,241.63836669921875
2019-08-14,239.14923095703125
2019-08-15,240.34097290039062
2019-08-16,244.9156036376953
2019-08-19,245.43458557128906
2019-08-20,242.86849975585938
2019-08-21,243.38751220703125
2019-08-22,245.17507934570312
2019-08-23,242.50335693359375
2019-08-26,240.9944610595703
2019-08-27,240.4658966064453
2019-08-28,242.34954833984375
2019-08-29,243.39710998535156
2019-08-30,244.4180450439453
2019-09-03,251.42019653320312
2019-09-04,251.09266662597656
2019-09-05,246.296142578125
2019-09-06,248.52108764648438
2019-09-09,243.7727508544922
2019-09-10,247.3556671142578
2019-09-11,248.9352264404297
2019-09-12,251.64166259765625
2019-09-13,254.3096160888672
2019-09-16,253.49090576171875
2019-09-17,257.4205322265625
2019-09-18,258.3547668457031
2019-09-19,258.7882385253906
2019-09-20,256.59222412109375
2019-09-23,257.01611328125
2019-09-24,258.29705810546875
2019-09-25,260.6374816894531
2019-09-26,263.5076599121094
2019-09-27,260.7434387207031
2019-09-30,263.99884033203125
2019-10-01,258.1621398925781
2019-10-02,251.4009246826172
2019-10-03,250.2162628173828
2019-10-04,252.2772979736328
2019-10-07,252.4507293701172
2019-10-08,253.25978088378906
2019-10-09,256.2936706542969
2019-10-10,257.9983825683594
2019-10-11,255.64837646484375
2019-10-14,255.9276885986328
2019-10-15,256.0335693359375
2019-10-16,256.8234558105469
2019-10-17,257.1798095703125
2019-10-18,255.98544311523438
2019-10-21,258.711181640625
2019-10-22,257.84429931640625
2019-10-23,254.3288116455078
2019-10-24,255.13787841796875
2019-10-25,258.4414978027344
2019-10-28,259.13494873046875
2019-10-29,258.2777404785156
2019-10-30,257.01611328125
2019-10-31,252.2580108642578
2019-11-01,253.64501953125
2019-11-04,251.24676513671875
2019-11-05,243.96536254882812
2019-11-06,247.14378356933594
2019-11-07,248.05870056152344
2019-11-08,247.43275451660156
2019-11-11,246.58511352539062
2019-11-12,245.83389282226562
2019-11-13,247.90464782714844
2019-11-14,251.805419921875
2019-11-15,250.83258056640625
2019-11-18,251.09266662597656
2019-11-19,252.01730346679688
2019-11-20,253.3849334716797
2019-11-21,250.8808135986328
2019-11-22,249.77316284179688
2019-11-25,252.1039581298828
2019-11-26,259.14459228515625
2019-11-27,261.8703308105469
2019-11-29,259.0329284667969
2019-12-02,258.65643310546875
2019-12-03,261.20440673828125
2019-12-04,260.1235046386719
2019-12-05,263.1731872558594
2019-12-06,263.7812194824219
2019-12-09,261.38775634765625
2019-12-10,259.45751953125
2019-12-11,262.7292785644531
2019-12-12,265.43157958984375
2019-12-13,266.6572265625
2019-12-16,265.0069274902344
2019-12-17,264.64971923828125
2019-12-18,264.9585876464844
2019-12-19,263.43377685546875
2019-12-20,263.70391845703125
2019-12-23,261.63873291015625
2019-12-24,264.9585876464844
2019-12-26,268.96380615234375
2019-12-27,268.9830627441406
2019-12-30,268.2496337890625
2019-12-31,269.880615234375
2020-01-02,266.95635986328125
2020-01-03,266.1649475097656
2020-01-06,266.9853515625
2020-01-07,266.3869934082031
2020-01-08,267.29412841796875
2020-01-09,267.92144775390625
2020-01-10,267.20733642578125
2020-01-13,262.65203857421875
2020-01-14,251.64990234375
2020-01-15,253.03964233398438
2020-01-16,253.8310089111328
2020-01-17,257.4308776855469
2020-01-21,258.4152526855469
2020-01-22,255.9734649658203
2020-01-23,258.5213623046875
2020-01-24,254.6802215576172
2020-01-27,250.4821319580078
2020-01-28,256.2823486328125
2020-01-29,251.55332946777344
2020-01-30,257.3922424316406
2020-01-31,254.59339904785156
2020-02-03,262.8644104003906
2020-02-04,262.9222106933594
2020-02-05,267.52581787109375
2020-02-06,264.6111755371094
2020-02-07,264.53399658203125
2020-02-10,267.13018798828125
2020-02-11,253.5897216796875
2020-02-12,250.92605590820312
2020-02-13,253.5125274658203
2020-02-14,254.2846221923828
2020-02-18,248.22378540039062
2020-02-19,249.6424560546875
2020-02-20,249.0730438232422
2020-02-21,242.64549255371094
2020-02-24,240.773193359375
2020-02-25,230.784423828125
2020-02-26,226.4993896484375
2020-02-27,222.9188232421875
2020-02-28,220.1133575439453
2020-03-02,229.1779327392578
2020-03-03,231.1514434814453
2020-03-04,244.5113067626953
2020-03-05,235.67889404296875
2020-03-06,230.96763610839844
2020-03-09,206.2698516845703
2020-03-10,210.28456115722656
2020-03-11,199.77853393554688
2020-03-12,179.6662139892578
2020-03-13,191.78778076171875
2020-03-16,165.80332946777344
2020-03-17,167.03192138671875
2020-03-18,144.93646240234375
2020-03-19,162.7559814453125
2020-03-20,148.61251831054688
2020-03-23,139.42222595214844
2020-03-24,155.19090270996094
2020-03-25,176.13522338867188
2020-03-26,188.5663299560547
2020-03-27,175.31289672851562
2020-03-30,173.6682891845703
2020-03-31,183.06178283691406
2020-04-01,180.05319213867188
2020-04-02,174.47125244140625
2020-04-03,163.98460388183594
2020-04-06,171.19180297851562
2020-04-07,179.37600708007812
2020-04-08,190.35601806640625
2020-04-09,201.40380859375
2020-04-13,191.1299591064453
2020-04-14,196.56678771972656
2020-04-15,187.8214569091797
2020-04-16,181.3301544189453
2020-04-17,192.38758850097656
2020-04-20,182.49102783203125
2020-04-21,173.40708923339844
2020-04-22,171.27883911132812
2020-04-23,171.94635009765625
2020-04-24,171.569091796875
2020-04-27,176.07713317871094
2020-04-28,182.9553680419922
2020-04-29,191.3911590576172
2020-04-30,184.02920532226562
2020-05-01,180.5078582763672
2020-05-04,184.43553161621094
2020-05-05,175.59344482421875
2020-05-06,168.80226135253906
2020-05-07,173.832763671875
2020-05-08,170.83384704589844
2020-05-11,164.97134399414062
2020-05-12,163.91688537597656
2020-05-13,155.39404296875
2020-05-14,163.5009307861328
2020-05-15,162.591552734375
2020-05-18,174.97427368164062
2020-05-19,169.1505584716797
2020-05-20,173.2620391845703
2020-05-21,172.80735778808594
2020-05-22,173.832763671875
2020-05-26,182.82968139648438
2020-05-27,195.7735137939453
2020-05-28,191.01385498046875
2020-05-29,186.34762573242188
2020-06-01,190.1020050048828
2020-06-02,198.6582794189453
2020-06-03,203.6446075439453
2020-06-04,205.17742919921875
2020-06-05,218.6909942626953
2020-06-08,215.50904846191406
2020-06-09,202.6066436767578
2020-06-10,198.47396850585938
2020-06-11,183.2433319091797
2020-06-12,191.1593780517578
2020-06-15,193.23544311523438
2020-06-16,207.7288055419922
2020-06-17,204.43040466308594
2020-06-18,205.6721649169922
2020-06-19,204.7117462158203
2020-06-22,203.47000122070312
2020-06-23,205.6236572265625
2020-06-24,200.3171844482422
2020-06-25,199.6769256591797
2020-06-26,196.727783203125
2020-06-29,200.3268585205078
2020-06-30,200.39479064941406
2020-07-01,202.7230224609375
2020-07-02,207.10794067382812
2020-07-06,209.87271118164062
2020-07-07,206.21542358398438
2020-07-08,202.6454620361328
2020-07-09,200.53060913085938
2020-07-10,203.86781311035156
2020-07-13,204.12001037597656
2020-07-14,208.34970092773438
2020-07-15,215.4022979736328
2020-07-16,216.42091369628906
2020-07-17,216.86720275878906
2020-07-20,214.8202667236328
2020-07-21,218.94325256347656
2020-07-22,217.62388610839844
2020-07-23,216.75076293945312
2020-07-24,216.96417236328125
2020-07-27,221.1841583251953
2020-07-28,206.0504913330078
2020-07-29,207.7288055419922
2020-07-30,202.9461669921875
2020-07-31,200.98654174804688
2020-08-03,201.8596649169922
2020-08-04,205.93408203125
2020-08-05,210.36749267578125
2020-08-06,206.71018981933594
2020-08-07,213.42332458496094
2020-08-10,216.73138427734375
2020-08-11,218.80740356445312
2020-08-12,214.5098114013672
2020-08-13,213.0643768310547
2020-08-14,212.77337646484375
2020-08-17,209.95034790039062
2020-08-18,208.466064453125
2020-08-19,205.8468017578125
2020-08-20,202.9364471435547
2020-08-21,203.3924102783203
2020-08-24,205.70127868652344
2020-08-25,204.98336791992188
2020-08-26,202.23800659179688
2020-08-27,202.82972717285156
2020-08-28,201.1223907470703
2020-08-31,197.3479766845703
2020-09-01,202.20216369628906
2020-09-02,206.78396606445312
2020-09-03,205.2956085205078
2020-09-04,209.2548065185547
2020-09-08,201.29745483398438
2020-09-09,197.9121856689453
2020-09-10,201.6865997314453
2020-09-11,204.2060546875
2020-09-14,210.5875244140625
2020-09-15,212.1634521484375
2020-09-16,218.82701110839844
2020-09-17,220.8016815185547
2020-09-18,219.0896453857422
2020-09-21,212.36769104003906
2020-09-22,215.4416961669922
2020-09-23,214.01171875
2020-09-24,214.9066619873047
2020-09-25,219.91648864746094
2020-09-28,225.568359375
2020-09-29,224.77061462402344
2020-09-30,228.95362854003906
2020-10-01,228.47694396972656
2020-10-02,234.00238037109375
2020-10-05,242.3974609375
2020-10-06,242.8449249267578
2020-10-07,257.55340576171875
2020-10-08,268.3122863769531
2020-10-09,265.66632080078125
2020-10-12,262.81610107421875
2020-10-13,253.9151611328125
2020-10-14,252.75759887695312
2020-10-15,249.868408203125
2020-10-16,251.9209747314453
2020-10-19,249.71279907226562
2020-10-20,250.0921630859375
2020-10-21,249.2555694580078
2020-10-22,252.04739379882812
2020-10-23,255.26730346679688
2020-10-26,247.3294677734375
2020-10-27,248.5745849609375
2020-10-28,240.71453857421875
2020-10-29,256.4249267578125
2020-10-30,259.1000671386719
2020-11-02,263.61383056640625
2020-11-03,268.6430969238281
2020-11-04,246.85279846191406
2020-11-05,253.12716674804688
2020-11-06,249.20687866210938
2020-11-09,254.31402587890625
2020-11-10,258.779052734375
2020-11-11,258.7498779296875
2020-11-12,253.47744750976562
2020-11-13,256.95025634765625
2020-11-16,263.8277893066406
2020-11-17,261.99896240234375
2020-11-18,262.0281677246094
2020-11-19,262.2129821777344
2020-11-20,258.3705749511719
2020-11-23,259.6253967285156
2020-11-24,267.4367980957031
2020-11-25,265.2578125
2020-11-27,263.6332702636719
2020-11-30,258.9443359375
2020-12-01,268.53668212890625
2020-12-02,266.5772705078125
2020-12-03,274.07373046875
2020-12-04,277.768310546875
2020-12-07,277.768310546875
2020-12-08,275.7113342285156
2020-12-09,270.20361328125
2020-12-10,260.0263366699219
2020-12-11,260.474853515625
2020-12-14,253.16357421875
2020-12-15,259.8509826660156
2020-12-16,255.6300048828125
2020-12-17,259.04180908203125
2020-12-18,269.3945617675781
2020-12-21,268.73162841796875
2020-12-22,266.4212951660156
2020-12-23,266.89892578125
2020-12-24,268.1272277832031
2020-12-28,271.6756286621094
2020-12-29,267.1816711425781
2020-12-30,273.86895751953125
2020-12-31,276.8227233886719
2021-01-04,270.8080139160156
2021-01-05,273.80072021484375
2021-01-06,295.0423278808594
2021-01-07,300.0724792480469
2021-01-08,302.6167297363281
2021-01-11,302.2560729980469
2021-01-12,306.8864440917969
2021-01-13,297.3526916503906
2021-01-14,295.2080078125
2021-01-15,295.9390869140625
2021-01-19,299.2730407714844
2021-01-20,302.19757080078125
2021-01-21,302.19757080078125
2021-01-22,301.80755615234375
2021-01-25,300.2479248046875
2021-01-26,285.7132263183594
2021-01-27,277.8169860839844
2021-01-28,281.6286315917969
2021-01-29,280.1761169433594
2021-02-01,288.4134521484375
2021-02-02,287.2242126464844
2021-02-03,287.4581298828125
2021-02-04,287.7603759765625
2021-02-05,290.1097106933594
2021-02-08,293.3363952636719
2021-02-09,298.2201843261719
2021-02-10,308.0466003417969
2021-02-11,310.54217529296875
2021-02-12,322.5032043457031
2021-02-16,317.45367431640625
2021-02-17,317.1124267578125
2021-02-18,316.96624755859375
2021-02-19,327.8746032714844
2021-02-22,319.842041015625
2021-02-23,327.35797119140625
2021-02-24,338.8218994140625
2021-02-25,327.8453369140625
2021-02-26,328.94879150390625
2021-03-01,339.387451171875
2021-03-02,328.67535400390625
2021-03-03,329.2709655761719
2021-03-04,321.9669189453125
2021-03-05,322.0352783203125
2021-03-08,326.24395751953125
2021-03-09,324.9744873046875
2021-03-10,332.844970703125
2021-03-11,332.7668151855469
2021-03-12,335.7451477050781
2021-03-15,335.6279296875
2021-03-16,329.7397766113281
2021-03-17,332.005126953125
2021-03-18,331.8000793457031
2021-03-19,324.2519226074219
2021-03-22,314.252685546875
2021-03-23,308.94061279296875
2021-03-24,314.67254638671875
2021-03-25,325.3944091796875
2021-03-26,333.21600341796875
2021-03-29,332.68878173828125
2021-03-30,335.5498046875
2021-03-31,327.9234619140625
2021-04-01,326.02911376953125
2021-04-05,335.9209289550781
2021-04-06,335.9696960449219
2021-04-07,329.26129150390625
2021-04-08,333.6457214355469
2021-04-09,337.90313720703125
2021-04-12,340.4518127441406
2021-04-13,335.41314697265625
2021-04-14,339.04559326171875
2021-04-15,339.75848388671875
2021-04-16,343.3031311035156
2021-04-19,342.3755187988281
2021-04-20,336.5067138671875
2021-04-21,343.6546325683594
2021-04-22,340.36395263671875
2021-04-23,342.57080078125
2021-04-26,349.0644226074219
2021-04-27,349.19134521484375
2021-04-28,346.8185119628906
2021-04-29,350.62677001953125
2021-04-30,344.8166198730469
2021-05-03,346.2227783203125
2021-05-04,364.64910888671875
2021-05-05,365.6256103515625
2021-05-06,363.799560546875
2021-05-07,369.3851013183594
2021-05-10,366.5630187988281
2021-05-11,368.2719421386719
2021-05-12,359.3175354003906
2021-05-13,365.66473388671875
2021-05-14,369.0823974609375
2021-05-17,367.2075500488281
2021-05-18,363.7898254394531
2021-05-19,355.18695068359375
2021-05-20,353.44879150390625
2021-05-21,354.0151672363281
2021-05-24,357.8429870605469
2021-05-25,353.7515563964844
2021-05-26,359.5030517578125
2021-05-27,362.0712585449219
2021-05-28,355.64581298828125
2021-06-01,355.6849670410156
2021-06-02,349.02490234375
2021-06-03,351.6458435058594
2021-06-04,344.02728271484375
2021-06-07,345.9833068847656
2021-06-08,353.944091796875
2021-06-09,351.1959533691406
2021-06-10,342.3451232910156
