,BBY
2014-08-12,20.54313087463379
2014-08-13,20.619831085205078
2014-08-14,20.591941833496094
2014-08-15,20.35485076904297
2014-08-18,20.856922149658203
2014-08-19,21.44267463684082
2014-08-20,21.854095458984375
2014-08-21,21.70765495300293
2014-08-22,21.756460189819336
2014-08-25,22.307348251342773
2014-08-26,20.780216217041016
2014-08-27,22.098154067993164
2014-08-28,22.481685638427734
2014-08-29,22.237621307373047
2014-09-02,21.861072540283203
2014-09-03,21.77739143371582
2014-09-04,22.42589569091797
2014-09-05,22.586278915405273
2014-09-08,22.41195297241211
2014-09-09,22.306734085083008
2014-09-10,22.66448211669922
2014-09-11,22.79776382446289
2014-09-12,23.583404541015625
2014-09-15,23.85697364807129
2014-09-16,24.411144256591797
2014-09-17,24.21473503112793
2014-09-18,24.52337646484375
2014-09-19,24.277864456176758
2014-09-22,23.61848258972168
2014-09-23,23.401029586791992
2014-09-24,23.84295654296875
2014-09-25,23.330873489379883
2014-09-26,23.10640525817871
2014-09-29,23.60445213317871
2014-09-30,23.56236457824707
2014-10-01,22.881940841674805
2014-10-02,22.952083587646484
2014-10-03,23.408039093017578
2014-10-06,22.587326049804688
2014-10-07,21.205429077148438
2014-10-08,22.103307723999023
2014-10-09,21.647357940673828
2014-10-10,21.3878116607666
2014-10-13,20.847675323486328
2014-10-14,21.07215118408203
2014-10-15,21.668397903442383
2014-10-16,21.941972732543945
2014-10-17,21.984058380126953
2014-10-20,22.580307006835938
2014-10-21,22.867908477783203
2014-10-22,23.03626251220703
2014-10-23,23.2326717376709
2014-10-24,23.225662231445312
2014-10-27,23.141481399536133
2014-10-28,22.910001754760742
2014-10-29,22.69254493713379
2014-10-30,23.583404541015625
2014-10-31,23.948171615600586
2014-11-03,24.1375675201416
2014-11-04,24.102493286132812
2014-11-05,24.298912048339844
2014-11-06,24.698741912841797
2014-11-07,24.677703857421875
2014-11-10,24.3480167388916
2014-11-11,24.43218421936035
2014-11-12,24.691730499267578
2014-11-13,24.895158767700195
2014-11-14,24.895158767700195
2014-11-17,24.754858016967773
2014-11-18,24.481290817260742
2014-11-19,24.930233001708984
2014-11-20,26.66987419128418
2014-11-21,26.6768856048584
2014-11-24,27.287160873413086
2014-11-25,26.943445205688477
2014-11-26,27.181941986083984
2014-11-28,27.644914627075195
2014-12-01,26.136762619018555
2014-12-02,26.09467315673828
2014-12-03,25.28096580505371
2014-12-04,25.309024810791016
2014-12-05,24.993366241455078
2014-12-08,25.666767120361328
2014-12-09,25.71613121032715
2014-12-10,25.384719848632812
2014-12-11,25.828956604003906
2014-12-12,25.98407554626465
2014-12-15,26.026390075683594
2014-12-16,25.222532272338867
2014-12-17,26.421266555786133
2014-12-18,27.13344383239746
2014-12-19,27.507164001464844
2014-12-22,27.66229248046875
2014-12-23,27.98665428161621
2014-12-24,27.42254638671875
2014-12-26,27.59882354736328
2014-12-29,27.5565242767334
2014-12-30,27.7680721282959
2014-12-31,27.486011505126953
2015-01-02,27.352035522460938
2015-01-05,26.64690399169922
2015-01-06,26.40715980529785
2015-01-07,27.168697357177734
2015-01-08,27.577682495117188
2015-01-09,26.837291717529297
2015-01-12,27.563581466674805
2015-01-13,27.57061767578125
2015-01-14,28.141782760620117
2015-01-15,24.185998916625977
2015-01-16,24.672531127929688
2015-01-20,24.00266456604004
2015-01-21,24.044971466064453
2015-01-22,24.602020263671875
2015-01-23,24.6866397857666
2015-01-26,25.264846801757812
2015-01-27,24.961647033691406
2015-01-28,24.77126693725586
2015-01-29,25.448179244995117
2015-01-30,24.820619583129883
2015-02-02,24.65843963623047
2015-02-03,25.34946060180664
2015-02-04,25.53278923034668
2015-02-05,25.448179244995117
2015-02-06,26.343698501586914
2015-02-09,26.139211654663086
2015-02-10,26.844343185424805
2015-02-11,26.97127342224121
2015-02-12,27.634078979492188
2015-02-13,27.577682495117188
2015-02-17,27.69755744934082
2015-02-18,27.58472442626953
2015-02-19,27.591781616210938
2015-02-20,27.69755744934082
2015-02-23,27.493064880371094
2015-02-24,26.97831153869629
2015-02-25,27.00652313232422
2015-02-26,26.477680206298828
2015-02-27,26.86549949645996
2015-03-02,27.23921012878418
2015-03-03,27.627038955688477
2015-03-04,28.057157516479492
2015-03-05,27.944351196289062
2015-03-06,28.000749588012695
2015-03-09,28.08537483215332
2015-03-10,28.184093475341797
2015-03-11,28.36036491394043
2015-03-12,28.804607391357422
2015-03-13,28.57896614074707
2015-03-16,29.354610443115234
2015-03-17,29.361669540405273
2015-03-18,29.45332145690918
2015-03-19,29.333452224731445
2015-03-20,29.283201217651367
2015-03-23,29.33345603942871
2015-03-24,29.326276779174805
2015-03-25,28.299673080444336
2015-03-26,27.567424774169922
2015-03-27,27.624847412109375
2015-03-30,27.81868553161621
2015-03-31,27.12949562072754
2015-04-01,26.713119506835938
2015-04-02,27.438194274902344
2015-04-06,27.43102264404297
2015-04-07,27.323331832885742
2015-04-08,27.538700103759766
2015-04-09,27.789968490600586
2015-04-10,27.69663429260254
2015-04-13,27.52433967590332
2015-04-14,27.13667869567871
2015-04-15,26.95720863342285
2015-04-16,26.69875144958496
2015-04-17,26.17467498779297
2015-04-20,26.260835647583008
2015-04-21,26.16750717163086
2015-04-22,25.973678588867188
2015-04-23,25.93778419494629
2015-04-24,25.406532287597656
2015-04-27,25.36346435546875
2015-04-28,25.643436431884766
2015-04-29,25.026044845581055
2015-04-30,24.875288009643555
2015-05-01,25.25577735900879
2015-05-04,25.586002349853516
2015-05-05,25.463966369628906
2015-05-06,25.356279373168945
2015-05-07,25.930599212646484
2015-05-08,26.28237533569336
2015-05-11,26.540817260742188
2015-05-12,26.418773651123047
2015-05-13,25.988033294677734
2015-05-14,24.997331619262695
2015-05-15,24.83220100402832
2015-05-18,25.19115447998047
2015-05-19,25.112199783325195
2015-05-20,24.250717163085938
2015-05-21,25.20551872253418
2015-05-22,24.64555549621582
2015-05-26,24.33686065673828
2015-05-27,24.667089462280273
2015-05-28,24.537872314453125
2015-05-29,24.91118049621582
2015-06-01,24.674274444580078
2015-06-02,24.96143913269043
2015-06-03,25.176799774169922
2015-06-04,24.789134979248047
2015-06-05,24.789134979248047
2015-06-08,24.616840362548828
2015-06-09,24.45060920715332
2015-06-10,24.73248291015625
2015-06-11,24.7180233001709
2015-06-12,24.7180233001709
2015-06-15,24.66020965576172
2015-06-16,24.855350494384766
2015-06-17,24.580703735351562
2015-06-18,25.30345344543457
2015-06-19,25.260093688964844
2015-06-22,25.238405227661133
2015-06-23,25.202266693115234
2015-06-24,24.52288055419922
2015-06-25,24.45060920715332
2015-06-26,24.55179214477539
2015-06-29,23.655582427978516
2015-06-30,23.56885528564453
2015-07-01,24.19042205810547
2015-07-02,24.21210479736328
2015-07-06,24.0892333984375
2015-07-07,24.428924560546875
2015-07-08,24.226552963256836
2015-07-09,24.334972381591797
2015-07-10,24.52288055419922
2015-07-13,24.833662033081055
2015-07-14,24.992673873901367
2015-07-15,24.877029418945312
2015-07-16,25.223957061767578
2015-07-17,23.763996124267578
2015-07-20,23.75676918029785
2015-07-21,23.655582427978516
2015-07-22,23.879638671875
2015-07-23,23.749544143676758
2015-07-24,23.460447311401367
2015-07-27,23.171344757080078
2015-07-28,23.221935272216797
2015-07-29,23.214706420898438
2015-07-30,23.214706420898438
2015-07-31,23.337574005126953
2015-08-03,23.10629653930664
2015-08-04,23.099069595336914
2015-08-05,23.127979278564453
2015-08-06,22.4847354888916
2015-08-07,22.231767654418945
2015-08-10,22.614831924438477
2015-08-11,22.752147674560547
2015-08-12,22.918384552001953
2015-08-13,22.918384552001953
2015-08-14,23.59053611755371
2015-08-17,23.40262222290039
2015-08-18,23.43153190612793
2015-08-19,23.29421043395996
2015-08-20,22.716012954711914
2015-08-21,21.812572479248047
2015-08-24,21.154874801635742
2015-08-25,23.81458854675293
2015-08-26,25.476911544799805
2015-08-27,25.874425888061523
2015-08-28,25.99728775024414
2015-08-31,26.553813934326172
2015-09-01,25.614234924316406
2015-09-02,26.329750061035156
2015-09-03,26.539352416992188
2015-09-04,26.46707534790039
2015-09-08,27.247657775878906
2015-09-09,27.1175537109375
2015-09-10,26.97300148010254
2015-09-11,27.642061233520508
2015-09-14,27.983854293823242
2015-09-15,27.976585388183594
2015-09-16,28.33292007446289
2015-09-17,27.802053451538086
2015-09-18,27.292980194091797
2015-09-21,27.314804077148438
2015-09-22,26.885738372802734
2015-09-23,26.798463821411133
2015-09-24,26.62393569946289
2015-09-25,26.565763473510742
2015-09-28,25.83125877380371
2015-09-29,26.15850067138672
2015-09-30,26.99482536315918
2015-10-01,27.023916244506836
2015-10-02,27.47479248046875
2015-10-05,27.402069091796875
2015-10-06,27.1402645111084
2015-10-07,27.118450164794922
2015-10-08,27.08936882019043
2015-10-09,26.87120246887207
2015-10-12,27.023916244506836
2015-10-13,26.936643600463867
2015-10-14,25.32946014404297
2015-10-15,25.802167892456055
2015-10-16,25.23491859436035
2015-10-19,25.503992080688477
2015-10-20,25.678531646728516
2015-10-21,25.336740493774414
2015-10-22,25.569456100463867
2015-10-23,25.598543167114258
2015-10-26,25.271286010742188
2015-10-27,25.09674835205078
2015-10-28,25.24220085144043
2015-10-29,25.060382843017578
2015-10-30,25.474910736083984
2015-11-02,25.765804290771484
2015-11-03,25.99124526977539
2015-11-04,25.07493782043457
2015-11-05,25.46762466430664
2015-11-06,25.751253128051758
2015-11-09,25.714900970458984
2015-11-10,25.20583152770996
2015-11-11,24.98039436340332
2015-11-12,24.71859359741211
2015-11-13,23.300487518310547
2015-11-16,23.0023193359375
2015-11-17,22.33326530456543
2015-11-18,22.784151077270508
2015-11-19,22.30418586730957
2015-11-20,22.187829971313477
2015-11-23,22.384178161621094
2015-11-24,22.929601669311523
2015-11-25,23.23503875732422
2015-11-27,22.893234252929688
2015-11-30,23.111406326293945
2015-12-01,22.813243865966797
2015-12-02,22.47144317626953
2015-12-03,22.762338638305664
2015-12-04,22.558713912963867
2015-12-07,22.478721618652344
2015-12-08,22.610599517822266
2015-12-09,22.361486434936523
2015-12-10,22.214950561523438
2015-12-11,21.826631546020508
2015-12-14,21.907222747802734
2015-12-15,22.009798049926758
2015-12-16,22.49336814880371
2015-12-17,21.833959579467773
2015-12-18,21.277116775512695
2015-12-21,21.357711791992188
2015-12-22,22.09772300720215
2015-12-23,22.42010498046875
2015-12-24,22.34683609008789
2015-12-28,22.368812561035156
2015-12-29,22.530000686645508
2015-12-30,22.31753158569336
2015-12-31,22.310197830200195
2016-01-04,22.45673179626465
2016-01-05,22.823074340820312
2016-01-06,21.94385528564453
2016-01-07,22.149005889892578
2016-01-08,21.2111759185791
2016-01-11,21.562864303588867
2016-01-12,22.075740814208984
2016-01-13,21.438302993774414
2016-01-14,19.36481285095215
2016-01-15,19.863040924072266
2016-01-19,18.95451545715332
2016-01-20,19.438081741333008
2016-01-21,19.98759651184082
2016-01-22,19.980266571044922
2016-01-25,19.833730697631836
2016-01-26,20.544431686401367
2016-01-27,19.980266571044922
2016-01-28,19.760461807250977
2016-01-29,20.46384048461914
2016-02-01,20.93275260925293
2016-02-02,20.74226188659668
2016-02-03,20.756912231445312
2016-02-04,20.77889060974121
2016-02-05,20.661659240722656
2016-02-08,20.969390869140625
2016-02-09,20.456512451171875
2016-02-10,20.002246856689453
2016-02-11,19.731159210205078
2016-02-12,20.603044509887695
2016-02-16,21.614147186279297
2016-02-17,22.017126083374023
2016-02-18,22.530000686645508
2016-02-19,21.94385528564453
2016-02-22,22.515352249145508
2016-02-23,22.654560089111328
2016-02-24,23.057538986206055
2016-02-25,23.6217041015625
2016-02-26,23.775569915771484
2016-02-29,23.731605529785156
2016-03-01,24.207853317260742
2016-03-02,24.251811981201172
2016-03-03,24.559541702270508
2016-03-04,24.59617042541504
2016-03-07,25.167659759521484
2016-03-08,24.940536499023438
2016-03-09,25.01380157470703
2016-03-10,25.174989700317383
2016-03-11,24.9991512298584
2016-03-14,24.508249282836914
2016-03-15,23.811655044555664
2016-03-16,23.998918533325195
2016-03-17,24.148717880249023
2016-03-18,24.35843849182129
2016-03-21,24.12624168395996
2016-03-22,23.804162979125977
2016-03-23,23.534509658813477
2016-03-24,23.43714141845703
2016-03-28,23.504545211791992
2016-03-29,23.744243621826172
2016-03-30,23.646862030029297
2016-03-31,24.298524856567383
2016-04-01,24.058826446533203
2016-04-04,23.8940486907959
2016-04-05,23.38469886779785
2016-04-06,23.3322696685791
2016-04-07,22.635671615600586
2016-04-08,22.55328369140625
2016-04-11,22.8753662109375
2016-04-12,23.08509635925293
2016-04-13,24.088796615600586
2016-04-14,24.21613311767578
2016-04-15,24.26856231689453
2016-04-18,24.553186416625977
2016-04-19,24.643077850341797
2016-04-20,24.807863235473633
2016-04-21,24.61311149597168
2016-04-22,24.882766723632812
2016-04-25,24.32098960876465
2016-04-26,24.830333709716797
2016-04-27,25.077518463134766
2016-04-28,24.45581817626953
2016-04-29,24.028871536254883
2016-05-02,24.171186447143555
2016-05-03,23.77419662475586
2016-05-04,23.59443473815918
2016-05-05,23.676828384399414
2016-05-06,23.953968048095703
2016-05-09,24.46331024169922
2016-05-10,24.695510864257812
2016-05-11,23.61690902709961
2016-05-12,23.407176971435547
2016-05-13,23.182466506958008
2016-05-16,23.759218215942383
2016-05-17,23.886550903320312
2016-05-18,23.032657623291016
2016-05-19,23.61690902709961
2016-05-20,24.223617553710938
2016-05-23,24.717975616455078
2016-05-24,22.882854461669922
2016-05-25,24.021381378173828
2016-05-26,23.931499481201172
2016-05-27,23.991411209106445
2016-05-31,24.096282958984375
2016-06-01,24.133739471435547
2016-06-02,24.313505172729492
2016-06-03,24.231109619140625
2016-06-06,23.467100143432617
2016-06-07,23.661842346191406
2016-06-08,23.534509658813477
2016-06-09,22.545795440673828
2016-06-10,22.258487701416016
2016-06-13,22.182884216308594
2016-06-14,22.054351806640625
2016-06-15,22.182884216308594
2016-06-16,22.43238067626953
2016-06-17,22.908700942993164
2016-06-20,22.96918487548828
2016-06-21,22.72724151611328
2016-06-22,22.719688415527344
2016-06-23,23.006988525390625
2016-06-24,22.79529571533203
2016-06-27,22.205562591552734
2016-06-28,22.69700813293457
2016-06-29,23.059917449951172
2016-06-30,23.135522842407227
2016-07-01,23.71013069152832
2016-07-05,22.954063415527344
2016-07-06,23.1581974029541
2016-07-07,23.135522842407227
2016-07-08,23.40013885498047
2016-07-11,23.626962661743164
2016-07-12,23.83866310119629
2016-07-13,23.74036979675293
2016-07-14,24.01255226135254
2016-07-15,23.725244522094727
2016-07-18,24.17888832092285
2016-07-19,23.959625244140625
2016-07-20,24.03523826599121
2016-07-21,24.40570640563965
2016-07-22,24.299861907958984
2016-07-25,24.54935646057129
2016-07-26,25.09372329711914
2016-07-27,25.055925369262695
2016-07-28,25.161767959594727
2016-07-29,25.403715133666992
2016-08-01,25.305419921875
2016-08-02,24.844219207763672
2016-08-03,25.260055541992188
2016-08-04,25.290298461914062
2016-08-05,25.895151138305664
2016-08-08,25.811983108520508
2016-08-09,25.37346839904785
2016-08-10,25.501991271972656
2016-08-11,26.174894332885742
2016-08-12,26.363903045654297
2016-08-15,26.091724395751953
2016-08-16,25.940515518188477
2016-08-17,25.17688751220703
2016-08-18,25.101285934448242
2016-08-19,24.640087127685547
2016-08-22,24.798858642578125
2016-08-23,29.660348892211914
2016-08-24,29.864482879638672
2016-08-25,29.87204933166504
2016-08-26,29.8493595123291
2016-08-29,29.501569747924805
2016-08-30,29.410837173461914
2016-08-31,29.09329605102539
2016-09-01,29.138652801513672
2016-09-02,29.29743766784668
2016-09-06,28.911842346191406
2016-09-07,29.176462173461914
2016-09-08,28.669898986816406
2016-09-09,28.083402633666992
2016-09-12,28.403305053710938
2016-09-13,28.54041290283203
2016-09-14,28.685131072998047
2016-09-15,28.700363159179688
2016-09-16,28.944103240966797
2016-09-19,29.050739288330078
2016-09-20,28.807003021240234
2016-09-21,29.149770736694336
2016-09-22,29.30209732055664
2016-09-23,28.936492919921875
2016-09-26,28.57088279724121
2016-09-27,29.134532928466797
2016-09-28,28.700363159179688
2016-09-29,28.494707107543945
2016-09-30,29.081212997436523
2016-10-03,29.081212997436523
2016-10-04,28.928869247436523
2016-10-05,28.86032485961914
2016-10-06,29.081212997436523
2016-10-07,29.6296329498291
2016-10-10,29.637239456176758
2016-10-11,29.19547462463379
2016-10-12,30.29228973388672
2016-10-13,30.337997436523438
2016-10-14,29.94191551208496
2016-10-17,30.06378936767578
2016-10-18,30.025691986083984
2016-10-19,30.124719619750977
2016-10-20,30.071407318115234
2016-10-21,30.05616569519043
2016-10-24,30.05616569519043
2016-10-25,29.90383529663086
2016-10-26,29.926681518554688
2016-10-27,29.309717178344727
2016-10-28,29.538225173950195
2016-10-31,29.637239456176758
2016-11-01,29.45444107055664
2016-11-02,29.241168975830078
2016-11-03,29.02789306640625
2016-11-04,29.088821411132812
2016-11-07,29.75911521911621
2016-11-08,28.936492919921875
2016-11-09,29.332555770874023
2016-11-10,30.452239990234375
2016-11-11,29.21831512451172
2016-11-14,30.421775817871094
2016-11-15,30.37607765197754
2016-11-16,30.810243606567383
2016-11-17,35.02998733520508
2016-11-18,34.1159553527832
2016-11-21,34.77101135253906
2016-11-22,35.49460220336914
2016-11-23,35.768821716308594
2016-11-25,35.4793815612793
2016-11-28,34.52726364135742
2016-11-29,34.7481575012207
2016-11-30,34.80909729003906
2016-12-01,34.618675231933594
2016-12-02,34.786258697509766
2016-12-05,35.66218566894531
2016-12-06,35.96105194091797
2016-12-07,37.17939376831055
2016-12-08,37.784759521484375
2016-12-09,37.547210693359375
2016-12-12,37.37097930908203
2016-12-13,37.28668212890625
2016-12-14,36.94185256958008
2016-12-15,36.903541564941406
2016-12-16,36.01466751098633
2016-12-19,35.6775016784668
2016-12-20,36.213897705078125
2016-12-21,35.876739501953125
2016-12-22,34.558753967285156
2016-12-23,34.30589294433594
2016-12-27,34.290565490722656
2016-12-28,33.49365234375
2016-12-29,33.00322723388672
2016-12-30,32.696720123291016
2017-01-03,32.765689849853516
2017-01-04,33.53962326049805
2017-01-05,32.67372512817383
2017-01-06,32.77335739135742
2017-01-09,33.21012496948242
2017-01-10,33.608585357666016
2017-01-11,33.27143096923828
2017-01-12,33.8921012878418
2017-01-13,33.58561325073242
2017-01-17,34.390167236328125
2017-01-18,34.30589294433594
2017-01-19,33.432350158691406
2017-01-20,33.22544860839844
2017-01-23,33.36336898803711
2017-01-24,33.84611892700195
2017-01-25,34.22926330566406
2017-01-26,34.65837097167969
2017-01-27,33.309730529785156
2017-01-30,33.88444137573242
2017-01-31,34.114322662353516
2017-02-01,34.098995208740234
2017-02-02,33.95340347290039
2017-02-03,34.275238037109375
2017-02-06,33.685211181640625
2017-02-07,33.355712890625
2017-02-08,33.61623764038086
2017-02-09,34.275238037109375
2017-02-10,34.23693084716797
2017-02-13,33.69287872314453
2017-02-14,34.704349517822266
2017-02-15,35.187103271484375
2017-02-16,34.765647888183594
2017-02-17,34.66604232788086
2017-02-21,35.23307800292969
2017-02-22,35.033843994140625
2017-02-23,33.95340347290039
2017-02-24,34.9112434387207
2017-02-27,35.36334991455078
2017-02-28,33.81546401977539
2017-03-01,32.29060363769531
2017-03-02,34.367191314697266
2017-03-03,34.21393585205078
2017-03-06,33.63157653808594
2017-03-07,34.13731002807617
2017-03-08,34.558753967285156
2017-03-09,34.359527587890625
2017-03-10,34.32888412475586
2017-03-13,34.367191314697266
2017-03-14,33.99938201904297
2017-03-15,34.030033111572266
2017-03-16,34.098995208740234
2017-03-17,35.04917526245117
2017-03-20,35.16496658325195
2017-03-21,34.01467514038086
2017-03-22,34.75580978393555
2017-03-23,34.446998596191406
2017-03-24,34.62456130981445
2017-03-27,35.666778564453125
2017-03-28,36.26122283935547
2017-03-29,36.87882995605469
2017-03-30,37.51188278198242
2017-03-31,37.9442024230957
2017-04-03,37.46555709838867
2017-04-04,37.558197021484375
2017-04-05,37.033241271972656
2017-04-06,37.04867935180664
2017-04-07,37.226234436035156
2017-04-10,37.48099899291992
2017-04-11,37.558197021484375
2017-04-12,37.33432388305664
2017-04-13,37.264827728271484
2017-04-17,37.33432388305664
2017-04-18,37.45783615112305
2017-04-19,38.12175750732422
2017-04-20,39.00957489013672
2017-04-21,39.094486236572266
2017-04-24,39.48821258544922
2017-04-25,39.966854095458984
2017-04-26,40.337432861328125
2017-04-27,40.41462707519531
2017-04-28,39.99774169921875
2017-05-01,39.727542877197266
2017-05-02,39.76613998413086
2017-05-03,39.87422561645508
2017-05-04,39.27205276489258
2017-05-05,39.851070404052734
2017-05-08,39.95914077758789
2017-05-09,40.00545883178711
2017-05-10,40.14442825317383
2017-05-11,40.12126159667969
2017-05-12,39.45733642578125
2017-05-15,39.495941162109375
2017-05-16,40.00545883178711
2017-05-17,39.07133865356445
2017-05-18,39.08676528930664
2017-05-19,39.6271858215332
2017-05-22,39.951419830322266
2017-05-23,39.79701614379883
2017-05-24,38.924652099609375
2017-05-25,47.28550720214844
2017-05-26,45.52532196044922
2017-05-30,45.76464080810547
2017-05-31,45.84955978393555
2017-06-01,46.552093505859375
2017-06-02,46.06572723388672
2017-06-05,45.949913024902344
2017-06-06,45.18563461303711
2017-06-07,45.84184646606445
2017-06-08,45.63340759277344
2017-06-09,44.8768424987793
2017-06-12,44.09709930419922
2017-06-13,44.928104400634766
2017-06-14,44.6407470703125
2017-06-15,43.918479919433594
2017-06-16,43.21951675415039
2017-06-19,43.328243255615234
2017-06-20,42.66032791137695
2017-06-21,42.846744537353516
2017-06-22,42.88556671142578
2017-06-23,42.854488372802734
2017-06-26,43.71656036376953
2017-06-27,43.631126403808594
2017-06-28,44.08933639526367
2017-06-29,44.46987533569336
2017-06-30,44.524253845214844
2017-07-03,45.99208068847656
2017-07-05,45.16109848022461
2017-07-06,44.594154357910156
2017-07-07,44.94363021850586
2017-07-10,42.116695404052734
2017-07-11,41.69731521606445
2017-07-12,41.3944206237793
2017-07-13,42.45064163208008
2017-07-14,42.9166145324707
2017-07-17,43.49132537841797
2017-07-18,43.328243255615234
2017-07-19,43.62335205078125
2017-07-20,41.907012939453125
2017-07-21,42.04680252075195
2017-07-24,42.55937194824219
2017-07-25,42.96322250366211
2017-07-26,43.15738296508789
2017-07-27,44.306793212890625
2017-07-28,44.76500701904297
2017-07-31,45.308650970458984
2017-08-01,46.19400405883789
2017-08-02,46.11634826660156
2017-08-03,46.35710144042969
2017-08-04,46.81531524658203
2017-08-07,47.964725494384766
2017-08-08,47.74727249145508
2017-08-09,47.42885971069336
2017-08-10,46.42699432373047
2017-08-11,46.652225494384766
2017-08-14,47.149261474609375
2017-08-15,45.79792785644531
2017-08-16,47.118202209472656
2017-08-17,46.71434783935547
2017-08-18,46.186248779296875
2017-08-21,46.94734573364258
2017-08-22,47.9880256652832
2017-08-23,48.22877502441406
2017-08-24,47.995792388916016
2017-08-25,48.05015563964844
2017-08-28,48.51613235473633
2017-08-29,42.73023223876953
2017-08-30,42.08563995361328
2017-08-31,42.14000701904297
2017-09-01,42.31085205078125
2017-09-05,42.9166145324707
2017-09-06,43.22727966308594
2017-09-07,43.49910354614258
2017-09-08,43.10301971435547
2017-09-11,43.460262298583984
2017-09-12,44.10486602783203
2017-09-13,45.51057052612305
