,HUM
2017-09-18,235.58151245117188
2017-09-19,227.60708618164062
2017-09-20,227.26577758789062
2017-09-21,226.2796630859375
2017-09-22,226.70632934570312
2017-09-25,224.9237060546875
2017-09-26,226.8201446533203
2017-09-27,226.4977264404297
2017-09-28,230.56285095214844
2017-09-29,231.39865112304688
2017-10-02,232.6999053955078
2017-10-03,234.9698944091797
2017-10-04,234.13404846191406
2017-10-05,233.0418701171875
2017-10-06,234.5044708251953
2017-10-09,228.34034729003906
2017-10-10,228.4163360595703
2017-10-11,228.3118438720703
2017-10-12,229.31863403320312
2017-10-13,225.79486083984375
2017-10-16,225.26300048828125
2017-10-17,228.35931396484375
2017-10-18,229.19512939453125
2017-10-19,230.50587463378906
2017-10-20,233.4691925048828
2017-10-23,233.77317810058594
2017-10-24,234.11509704589844
2017-10-25,235.89122009277344
2017-10-26,238.89259338378906
2017-10-27,245.96859741210938
2017-10-30,242.82476806640625
2017-10-31,242.5302734375
2017-11-01,242.65370178222656
2017-11-02,243.48008728027344
2017-11-03,243.80300903320312
2017-11-06,241.7039337158203
2017-11-07,243.4420928955078
2017-11-08,231.25619506835938
2017-11-09,235.03640747070312
2017-11-10,232.12049865722656
2017-11-13,228.84373474121094
2017-11-14,227.53302001953125
2017-11-15,221.56829833984375
2017-11-16,224.06625366210938
2017-11-17,221.73922729492188
2017-11-20,221.7582244873047
2017-11-21,224.55068969726562
2017-11-22,226.33628845214844
2017-11-24,228.435302734375
2017-11-27,231.33216857910156
2017-11-28,231.95899963378906
2017-11-29,237.57235717773438
2017-11-30,247.763671875
2017-12-01,245.5506134033203
2017-12-04,239.61439514160156
2017-12-05,240.62120056152344
2017-12-06,237.7337646484375
2017-12-07,241.15304565429688
2017-12-08,243.61302185058594
2017-12-11,240.32672119140625
2017-12-12,241.85589599609375
2017-12-13,243.3755645751953
2017-12-14,238.02825927734375
2017-12-15,240.90614318847656
2017-12-18,234.0106201171875
2017-12-19,232.85186767578125
2017-12-20,232.85186767578125
2017-12-21,231.35118103027344
2017-12-22,232.6999053955078
2017-12-26,233.8870849609375
2017-12-27,235.69175720214844
2017-12-28,236.89044189453125
2017-12-29,235.9962158203125
2018-01-02,239.39244079589844
2018-01-03,239.0499267578125
2018-01-04,245.78530883789062
2018-01-05,251.46482849121094
2018-01-08,245.96607971191406
2018-01-09,250.2755889892578
2018-01-10,250.29466247558594
2018-01-11,252.3019561767578
2018-01-12,254.9751739501953
2018-01-16,257.02056884765625
2018-01-17,262.32891845703125
2018-01-18,265.8394470214844
2018-01-19,265.7061462402344
2018-01-22,268.15106201171875
2018-01-23,269.09295654296875
2018-01-24,272.3844299316406
2018-01-25,271.994384765625
2018-01-26,274.258544921875
2018-01-29,277.0555114746094
2018-01-30,268.5506591796875
2018-01-31,268.1130676269531
2018-02-01,266.15325927734375
2018-02-02,263.0424499511719
2018-02-05,254.09999084472656
2018-02-06,256.0215759277344
2018-02-07,252.00698852539062
2018-02-08,249.60012817382812
2018-02-09,252.40664672851562
2018-02-12,254.0523223876953
2018-02-13,255.02276611328125
2018-02-14,254.451904296875
2018-02-15,254.43289184570312
2018-02-16,255.90750122070312
2018-02-20,254.31874084472656
2018-02-21,253.41500854492188
2018-02-22,254.77548217773438
2018-02-23,257.990966796875
2018-02-26,261.2159118652344
2018-02-27,263.4419860839844
2018-02-28,258.5901794433594
2018-03-01,256.59246826171875
2018-03-02,256.6686096191406
2018-03-05,257.41998291015625
2018-03-06,259.8174743652344
2018-03-07,259.9886779785156
2018-03-08,256.4022521972656
2018-03-09,259.23724365234375
2018-03-12,255.1559600830078
2018-03-13,256.8399658203125
2018-03-14,257.3344421386719
2018-03-15,257.89581298828125
2018-03-16,259.4559326171875
2018-03-19,256.8399658203125
2018-03-20,260.2835693359375
2018-03-21,257.62945556640625
2018-03-22,252.78712463378906
2018-03-23,248.86766052246094
2018-03-26,255.0513153076172
2018-03-27,254.62322998046875
2018-03-28,255.0044708251953
2018-03-29,256.224365234375
2018-04-02,267.537841796875
2018-04-03,269.224853515625
2018-04-04,273.53289794921875
2018-04-05,273.81884765625
2018-04-06,270.42572021484375
2018-04-09,271.63623046875
2018-04-10,273.389892578125
2018-04-11,269.043701171875
2018-04-12,272.1700134277344
2018-04-13,274.1333923339844
2018-04-16,276.3540954589844
2018-04-17,282.39678955078125
2018-04-18,284.31256103515625
2018-04-19,281.16729736328125
2018-04-20,280.3284912109375
2018-04-23,280.6907653808594
2018-04-24,280.1665344238281
2018-04-25,283.44525146484375
2018-04-26,282.3397216796875
2018-04-27,282.96868896484375
2018-04-30,280.38580322265625
2018-05-01,281.3483581542969
2018-05-02,274.18096923828125
2018-05-03,273.2374572753906
2018-05-04,273.9140319824219
2018-05-07,270.4638366699219
2018-05-08,265.73638916015625
2018-05-09,260.4371337890625
2018-05-10,268.6815490722656
2018-05-11,271.3693542480469
2018-05-14,276.049072265625
2018-05-15,276.7925109863281
2018-05-16,276.23016357421875
2018-05-17,277.2786560058594
2018-05-18,279.13714599609375
2018-05-21,280.8242492675781
2018-05-22,278.6796875
2018-05-23,278.20318603515625
2018-05-24,279.9188232421875
2018-05-25,280.6049499511719
2018-05-29,278.65106201171875
2018-05-30,282.4826354980469
2018-05-31,277.3358154296875
2018-06-01,276.0968017578125
2018-06-04,280.34759521484375
2018-06-05,280.15704345703125
2018-06-06,281.4819030761719
2018-06-07,282.5015869140625
2018-06-08,283.9217834472656
2018-06-11,287.35296630859375
2018-06-12,291.56573486328125
2018-06-13,292.0422668457031
2018-06-14,290.1551513671875
2018-06-15,292.5570068359375
2018-06-18,290.7936706542969
2018-06-19,285.751708984375
2018-06-20,286.17108154296875
2018-06-21,284.6651611328125
2018-06-22,285.913818359375
2018-06-25,285.77081298828125
2018-06-26,282.8733825683594
2018-06-27,284.779541015625
2018-06-28,283.53839111328125
2018-06-29,284.1494445800781
2018-07-02,285.2664794921875
2018-07-03,287.2236022949219
2018-07-05,292.29315185546875
2018-07-06,295.0235595703125
2018-07-09,298.8901672363281
2018-07-10,298.27911376953125
2018-07-11,301.62060546875
2018-07-12,301.41058349609375
2018-07-13,302.75677490234375
2018-07-16,301.3818664550781
2018-07-17,299.6730651855469
2018-07-18,302.65167236328125
2018-07-19,303.9787902832031
2018-07-20,303.41546630859375
2018-07-23,303.4631652832031
2018-07-24,300.694580078125
2018-07-25,302.2315979003906
2018-07-26,304.656494140625
2018-07-27,300.82818603515625
2018-07-30,298.8232727050781
2018-07-31,299.9498291015625
2018-08-01,303.73052978515625
2018-08-02,307.12933349609375
2018-08-03,309.4300842285156
2018-08-06,308.4562072753906
2018-08-07,307.2152404785156
2018-08-08,309.53509521484375
2018-08-09,309.0482177734375
2018-08-10,310.31793212890625
2018-08-13,309.39190673828125
2018-08-14,314.4232482910156
2018-08-15,311.33001708984375
2018-08-16,315.1296691894531
2018-08-17,309.91705322265625
2018-08-20,311.6068420410156
2018-08-21,311.20587158203125
2018-08-22,309.4969177246094
2018-08-23,314.1463623046875
2018-08-24,316.4281005859375
2018-08-27,317.3159484863281
2018-08-28,318.14654541015625
2018-08-29,319.4068298339844
2018-08-30,317.3159484863281
2018-08-31,318.1656494140625
2018-09-04,318.00335693359375
2018-09-05,317.8028869628906
2018-09-06,318.7575988769531
2018-09-07,321.8604431152344
2018-09-10,313.8122863769531
2018-09-11,317.8028869628906
2018-09-12,316.55224609375
2018-09-13,322.6241455078125
2018-09-14,321.9654235839844
2018-09-17,318.9103088378906
2018-09-18,320.77197265625
2018-09-19,320.5906066894531
2018-09-20,322.3663330078125
2018-09-21,322.4619445800781
2018-09-24,325.1827087402344
2018-09-25,318.7003173828125
2018-09-26,317.8315124511719
2018-09-27,320.3844299316406
2018-09-28,323.6736145019531
2018-10-01,323.5875244140625
2018-10-02,321.63702392578125
2018-10-03,318.04193115234375
2018-10-04,316.6936950683594
2018-10-05,316.6171569824219
2018-10-08,319.0267639160156
2018-10-09,320.44189453125
2018-10-10,314.3798828125
2018-10-11,305.87982177734375
2018-10-12,304.3881530761719
2018-10-15,303.1069641113281
2018-10-16,313.9495544433594
2018-10-17,313.6913757324219
2018-10-18,317.73590087890625
2018-10-19,313.978271484375
2018-10-22,312.32415771484375
2018-10-23,311.54010009765625
2018-10-24,303.804931640625
2018-10-25,307.4765319824219
2018-10-26,304.2925109863281
2018-10-29,303.6806640625
2018-10-30,309.31231689453125
2018-10-31,306.3577880859375
2018-11-01,306.7975769042969
2018-11-02,308.8819580078125
2018-11-05,312.2859191894531
2018-11-06,317.2578430175781
2018-11-07,338.45556640625
2018-11-08,324.69671630859375
2018-11-09,324.084716796875
2018-11-12,322.8416748046875
2018-11-13,319.4188232421875
2018-11-14,306.3577880859375
2018-11-15,304.0631103515625
2018-11-16,305.7076721191406
2018-11-19,296.786865234375
2018-11-20,293.7463073730469
2018-11-21,291.71929931640625
2018-11-23,292.5032958984375
2018-11-26,299.7987060546875
2018-11-27,296.05059814453125
2018-11-28,314.4754638671875
2018-11-29,315.8045349121094
2018-11-30,315.0204772949219
2018-12-03,318.85455322265625
2018-12-04,310.23980712890625
2018-12-06,302.39935302734375
2018-12-07,292.5797119140625
2018-12-10,293.8419189453125
2018-12-11,292.64678955078125
2018-12-12,296.90155029296875
2018-12-13,298.7947998046875
2018-12-14,286.77606201171875
2018-12-17,289.9217529296875
2018-12-18,279.2129211425781
2018-12-19,270.8658142089844
2018-12-20,265.89385986328125
2018-12-21,262.59515380859375
2018-12-24,261.37127685546875
2018-12-26,270.2156066894531
2018-12-27,271.955810546875
2018-12-28,270.3753662109375
2018-12-31,274.3982849121094
2019-01-02,269.7144470214844
2019-01-03,258.3260192871094
2019-01-04,264.9541015625
2019-01-07,264.915771484375
2019-01-08,263.3354187011719
2019-01-09,264.59967041015625
2019-01-10,263.4216003417969
2019-01-11,271.5152282714844
2019-01-14,270.18377685546875
2019-01-15,276.4383544921875
2019-01-16,280.9306335449219
2019-01-17,278.7468566894531
2019-01-18,283.09527587890625
2019-01-22,286.1795349121094
2019-01-23,286.6584167480469
2019-01-24,287.8557434082031
2019-01-25,287.9993896484375
2019-01-28,288.9093322753906
2019-01-29,288.1335144042969
2019-01-30,293.4685974121094
2019-01-31,295.9588928222656
2019-02-01,293.3824462890625
2019-02-04,293.0567321777344
2019-02-05,290.6143493652344
2019-02-06,289.0434265136719
2019-02-07,291.15069580078125
2019-02-08,286.2848815917969
2019-02-11,281.3712158203125
2019-02-12,283.8328857421875
2019-02-13,286.7254943847656
2019-02-14,288.84228515625
2019-02-15,297.213623046875
2019-02-19,292.5203552246094
2019-02-20,295.8536071777344
2019-02-21,294.58929443359375
2019-02-22,296.61981201171875
2019-02-25,292.01275634765625
2019-02-26,289.5989990234375
2019-02-27,275.8254089355469
2019-02-28,273.01898193359375
2019-03-01,278.7468566894531
2019-03-04,265.9501953125
2019-03-05,265.53839111328125
2019-03-06,260.62469482421875
2019-03-07,257.11907958984375
2019-03-08,256.9562683105469
2019-03-11,261.58251953125
2019-03-12,262.8756103515625
2019-03-13,271.09368896484375
2019-03-14,268.01910400390625
2019-03-15,268.3256530761719
2019-03-18,270.2700500488281
2019-03-19,274.5706481933594
2019-03-20,263.6993408203125
2019-03-21,265.0882263183594
2019-03-22,261.1036376953125
2019-03-25,258.7665100097656
2019-03-26,251.822265625
2019-03-27,251.8031463623047
2019-03-28,252.06224060058594
2019-03-29,255.31614685058594
2019-04-01,257.5525207519531
2019-04-02,251.7838592529297
2019-04-03,253.16603088378906
2019-04-04,260.47039794921875
2019-04-05,265.375244140625
2019-04-08,262.572509765625
2019-04-09,263.5994873046875
2019-04-10,255.79603576660156
2019-04-11,250.26734924316406
2019-04-12,243.13577270507812
2019-04-15,243.79808044433594
2019-04-16,225.65721130371094
2019-04-17,223.53598022460938
2019-04-18,231.02267456054688
2019-04-22,232.85597229003906
2019-04-23,238.4710235595703
2019-04-24,239.85317993164062
2019-04-25,241.74403381347656
2019-04-26,247.63743591308594
2019-04-29,246.5240478515625
2019-04-30,245.15145874023438
2019-05-01,236.2729949951172
2019-05-02,237.44400024414062
2019-05-03,239.4788360595703
2019-05-06,239.62278747558594
2019-05-07,235.42832946777344
2019-05-08,237.82789611816406
2019-05-09,234.09417724609375
2019-05-10,234.25735473632812
2019-05-13,226.2139129638672
2019-05-14,225.6668243408203
2019-05-15,233.89259338378906
2019-05-16,232.49124145507812
2019-05-17,237.86630249023438
2019-05-20,239.9875030517578
2019-05-21,246.44728088378906
2019-05-22,250.25779724121094
2019-05-23,249.07723999023438
2019-05-24,252.75338745117188
2019-05-28,241.92640686035156
2019-05-29,240.9569854736328
2019-05-30,237.9047088623047
2019-05-31,235.0251922607422
2019-06-03,240.2659454345703
2019-06-04,242.67506408691406
2019-06-05,241.81121826171875
2019-06-06,236.93528747558594
2019-06-07,238.8741455078125
2019-06-10,239.64199829101562
2019-06-11,233.4414825439453
2019-06-12,236.19618225097656
2019-06-13,244.49874877929688
2019-06-14,241.71524047851562
2019-06-17,244.5371551513672
2019-06-18,247.59901428222656
2019-06-19,246.47604370117188
2019-06-20,248.43408203125
2019-06-21,259.35699462890625
2019-06-24,256.5446472167969
2019-06-25,251.32315063476562
2019-06-26,251.42886352539062
2019-06-27,254.50669860839844
2019-06-28,255.17991638183594
2019-07-01,251.1787567138672
2019-07-02,249.53392028808594
2019-07-03,252.49644470214844
2019-07-05,254.5547332763672
2019-07-08,254.0738983154297
2019-07-09,250.21693420410156
2019-07-10,257.69049072265625
2019-07-11,269.50201416015625
2019-07-12,280.14019775390625
2019-07-15,274.4363098144531
2019-07-16,273.45526123046875
2019-07-17,271.2237243652344
2019-07-18,272.5222473144531
2019-07-19,270.9256286621094
2019-07-22,271.4257507324219
2019-07-23,270.9256286621094
2019-07-24,265.5584411621094
2019-07-25,263.9713439941406
2019-07-26,266.3086242675781
2019-07-29,270.3004150390625
2019-07-30,273.6668395996094
2019-07-31,285.4302978515625
2019-08-01,286.8154602050781
2019-08-02,282.7179260253906
2019-08-05,275.74456787109375
2019-08-06,281.1019287109375
2019-08-07,282.6794738769531
2019-08-08,283.9875183105469
2019-08-09,286.42108154296875
2019-08-12,284.22808837890625
2019-08-13,293.2405700683594
2019-08-14,284.9974670410156
2019-08-15,279.9573974609375
2019-08-16,285.6708068847656
2019-08-19,287.18096923828125
2019-08-20,283.189208984375
2019-08-21,286.63262939453125
2019-08-22,277.8028869628906
2019-08-23,276.0137939453125
2019-08-26,277.7738952636719
2019-08-27,261.68212890625
2019-08-28,265.5487060546875
2019-08-29,268.82867431640625
2019-08-30,272.4067687988281
2019-09-03,269.66552734375
2019-09-04,263.7212219238281
2019-09-05,264.2310791015625
2019-09-06,263.07684326171875
2019-09-09,265.1737365722656
2019-09-10,266.28936767578125
2019-09-11,266.25091552734375
2019-09-12,258.1424865722656
2019-09-13,264.2118225097656
2019-09-16,267.6649475097656
2019-09-17,263.3365173339844
2019-09-18,262.7113037109375
2019-09-19,267.7898864746094
2019-09-20,266.70306396484375
2019-09-23,266.7222595214844
2019-09-24,264.481201171875
2019-09-25,257.4788513183594
2019-09-26,253.85269165039062
2019-09-27,248.28150939941406
2019-09-30,246.430908203125
2019-10-01,245.18753051757812
2019-10-02,246.2574005126953
2019-10-03,244.3971710205078
2019-10-04,246.80679321289062
2019-10-07,246.01644897460938
2019-10-08,244.02122497558594
2019-10-09,244.62847900390625
2019-10-10,251.71286010742188
2019-10-11,256.63824462890625
2019-10-14,254.45986938476562
2019-10-15,266.64312744140625
2019-10-16,265.41900634765625
2019-10-17,275.18292236328125
2019-10-18,278.8070983886719
2019-10-21,276.7733459472656
2019-10-22,279.6263427734375
2019-10-23,279.7226867675781
2019-10-24,276.2528076171875
2019-10-25,277.6794128417969
2019-10-28,278.91314697265625
2019-10-29,285.1493225097656
2019-10-30,283.5589294433594
2019-10-31,283.56854248046875
2019-11-01,285.49627685546875
2019-11-04,286.2576904296875
2019-11-05,284.0987243652344
2019-11-06,293.9204406738281
2019-11-07,303.7518615722656
2019-11-08,306.10357666015625
2019-11-11,306.0843505859375
2019-11-12,308.7157897949219
2019-11-13,307.3760681152344
2019-11-14,306.508544921875
2019-11-15,323.4242858886719
2019-11-18,322.4508056640625
2019-11-19,323.9833068847656
2019-11-20,325.5640869140625
2019-11-21,326.23870849609375
2019-11-22,326.0171203613281
2019-11-25,332.359375
2019-11-26,329.7279968261719
2019-11-27,329.5833740234375
2019-11-29,328.8990783691406
2019-12-02,326.02667236328125
2019-12-03,329.4869384765625
2019-12-04,331.68463134765625
2019-12-05,332.73516845703125
2019-12-06,335.5593566894531
2019-12-09,329.91107177734375
2019-12-10,332.1087646484375
2019-12-11,332.3206787109375
2019-12-12,334.4893798828125
2019-12-13,340.36895751953125
2019-12-16,352.65826416015625
2019-12-17,350.76904296875
2019-12-18,354.2679443359375
2019-12-19,352.3883972167969
2019-12-20,355.46307373046875
2019-12-23,354.4703369140625
2019-12-24,355.0293884277344
2019-12-26,356.2534484863281
2019-12-27,357.59332275390625
2019-12-30,355.00628662109375
2019-12-31,353.7996520996094
2020-01-02,350.6333923339844
2020-01-03,352.197265625
2020-01-06,357.6897888183594
2020-01-07,354.13751220703125
2020-01-08,361.9853515625
2020-01-09,351.85931396484375
2020-01-10,351.48291015625
2020-01-13,344.49420166015625
2020-01-14,344.8513488769531
2020-01-15,351.43475341796875
2020-01-16,354.3884582519531
2020-01-17,353.8285827636719
2020-01-21,352.20697021484375
2020-01-22,353.0274658203125
2020-01-23,350.9617004394531
2020-01-24,344.51348876953125
2020-01-27,334.8702697753906
2020-01-28,340.6040954589844
2020-01-29,339.3684997558594
2020-01-30,331.32757568359375
2020-01-31,324.570556640625
2020-02-03,321.5298156738281
2020-02-04,330.85455322265625
2020-02-05,352.1393737792969
2020-02-06,346.6854248046875
2020-02-07,340.9997863769531
2020-02-10,340.7488098144531
2020-02-11,344.774169921875
2020-02-12,360.88494873046875
2020-02-13,367.0049133300781
2020-02-14,362.8058776855469
2020-02-18,359.20526123046875
2020-02-19,365.3832092285156
2020-02-20,358.114501953125
2020-02-21,356.8403625488281
2020-02-24,334.146240234375
2020-02-25,320.4969787597656
2020-02-26,317.2632751464844
2020-02-27,303.4209289550781
2020-02-28,308.5853271484375
2020-03-02,333.3740234375
2020-03-03,314.0777893066406
2020-03-04,359.4176330566406
2020-03-05,357.7380676269531
2020-03-06,354.2726745605469
2020-03-09,325.49725341796875
2020-03-10,337.17724609375
2020-03-11,316.8288879394531
2020-03-12,282.8794860839844
2020-03-13,303.0154724121094
2020-03-16,260.8321533203125
2020-03-17,263.1199035644531
2020-03-18,238.02224731445312
2020-03-19,247.29873657226562
2020-03-20,222.60646057128906
2020-03-23,206.98805236816406
2020-03-24,225.93673706054688
2020-03-25,259.6737976074219
2020-03-26,293.912841796875
2020-03-27,286.75994873046875
2020-03-30,301.0619812011719
2020-03-31,303.7607421875
2020-04-01,288.9896545410156
2020-04-02,290.3052062988281
2020-04-03,282.10223388671875
2020-04-06,316.7713928222656
2020-04-07,309.59381103515625
2020-04-08,326.2414855957031
2020-04-09,330.72991943359375
2020-04-13,336.88214111328125
2020-04-14,340.70306396484375
2020-04-15,341.9895935058594
2020-04-16,364.98309326171875
2020-04-17,361.3845520019531
2020-04-20,355.32904052734375
2020-04-21,347.1358642578125
2020-04-22,355.17431640625
2020-04-23,354.1103210449219
2020-04-24,357.0315856933594
2020-04-27,361.31683349609375
2020-04-28,351.0148620605469
2020-04-29,365.0508117675781
2020-04-30,369.3457336425781
2020-05-01,360.07867431640625
2020-05-04,365.4957275390625
2020-05-05,371.51251220703125
2020-05-06,362.73883056640625
2020-05-07,359.2854919433594
2020-05-08,365.1668701171875
2020-05-11,367.6239013671875
2020-05-12,371.17388916015625
2020-05-13,365.0895080566406
2020-05-14,373.2052917480469
2020-05-15,385.2099304199219
2020-05-18,379.55108642578125
2020-05-19,381.5824890136719
2020-05-20,378.4095764160156
2020-05-21,382.3563232421875
2020-05-22,381.5437927246094
2020-05-26,384.1168212890625
2020-05-27,386.29327392578125
2020-05-28,390.6173095703125
2020-05-29,397.23382568359375
2020-06-01,388.3827209472656
2020-06-02,391.6717224121094
2020-06-03,380.8667297363281
2020-06-04,379.454345703125
2020-06-05,377.1229553222656
2020-06-08,385.09375
2020-06-09,377.4325866699219
2020-06-10,379.6865234375
2020-06-11,361.3362121582031
2020-06-12,366.3468933105469
2020-06-15,366.4727478027344
2020-06-16,365.6504821777344
2020-06-17,367.585205078125
2020-06-18,366.6855773925781
2020-06-19,368.3203125
2020-06-22,367.40142822265625
2020-06-23,369.3069763183594
2020-06-24,359.65301513671875
2020-06-25,363.8416442871094
2020-06-26,362.4002685546875
2020-06-29,367.5793151855469
2020-06-30,375.7087707519531
2020-07-01,379.3907165527344
2020-07-02,379.72021484375
2020-07-06,384.1482849121094
2020-07-07,379.53607177734375
2020-07-08,374.0130310058594
2020-07-09,371.0287780761719
2020-07-10,369.7303466796875
2020-07-13,370.0113525390625
2020-07-14,384.2257995605469
2020-07-15,383.0921630859375
2020-07-16,383.5960388183594
2020-07-17,391.92889404296875
2020-07-20,384.43890380859375
2020-07-21,385.2431640625
2020-07-22,389.8747253417969
2020-07-23,385.398193359375
2020-07-24,379.96240234375
2020-07-27,378.8771667480469
2020-07-28,374.64288330078125
2020-07-29,384.09014892578125
2020-07-30,386.1636962890625
2020-07-31,380.26287841796875
2020-08-03,382.2975769042969
2020-08-04,379.0322570800781
2020-08-05,391.3669128417969
2020-08-06,394.9714050292969
2020-08-07,404.9612731933594
2020-08-10,406.7247009277344
2020-08-11,402.8585205078125
2020-08-12,407.0154113769531
2020-08-13,406.4726867675781
2020-08-14,408.91448974609375
2020-08-17,406.9669494628906
2020-08-18,404.21514892578125
2020-08-19,405.0193786621094
2020-08-20,401.1048278808594
2020-08-21,405.7848815917969
2020-08-24,393.4695739746094
2020-08-25,393.2370300292969
2020-08-26,391.1925048828125
2020-08-27,394.7969970703125
2020-08-28,395.3687438964844
2020-08-31,402.27728271484375
2020-09-01,401.9671630859375
2020-09-02,414.4859313964844
2020-09-03,408.1974792480469
2020-09-04,400.35870361328125
2020-09-08,392.78155517578125
2020-09-09,395.5430603027344
2020-09-10,381.1542663574219
2020-09-11,379.2066345214844
2020-09-14,391.0955810546875
2020-09-15,387.56866455078125
2020-09-16,386.6772766113281
2020-09-17,385.15594482421875
2020-09-18,390.1266784667969
2020-09-21,382.2588195800781
2020-09-22,374.7495422363281
2020-09-23,373.45111083984375
2020-09-24,374.9820251464844
2020-09-25,388.4019775390625
2020-09-28,387.578369140625
2020-09-29,389.6405944824219
2020-09-30,401.66455078125
2020-10-01,403.0911865234375
2020-10-02,396.2493591308594
2020-10-05,407.225341796875
2020-10-06,403.9063415527344
2020-10-07,416.7261962890625
2020-10-08,414.6978759765625
2020-10-09,420.6371154785156
2020-10-12,417.80340576171875
2020-10-13,420.0257263183594
2020-10-14,410.5055236816406
2020-10-15,422.5003967285156
2020-10-16,424.7906799316406
2020-10-19,420.2877502441406
2020-10-20,423.5193786621094
2020-10-21,424.315185546875
2020-10-22,428.1291198730469
2020-10-23,431.1860656738281
2020-10-26,422.2771911621094
2020-10-27,419.3755798339844
2020-10-28,401.0434875488281
2020-10-29,385.0308837890625
2020-10-30,387.4861145019531
2020-11-02,396.5114440917969
2020-11-03,410.9228210449219
2020-11-04,438.6586608886719
2020-11-05,427.77001953125
2020-11-06,419.7734069824219
2020-11-09,410.4958190917969
2020-11-10,417.94891357421875
2020-11-11,413.4169006347656
2020-11-12,419.04547119140625
2020-11-13,420.5982971191406
2020-11-16,415.8819274902344
2020-11-17,409.7582702636719
2020-11-18,406.0802001953125
2020-11-19,395.1430969238281
2020-11-20,394.21142578125
2020-11-23,397.2004699707031
2020-11-24,396.1329345703125
2020-11-25,389.19415283203125
2020-11-27,394.4831237792969
2020-11-30,388.6894226074219
2020-12-01,393.73590087890625
2020-12-02,393.76495361328125
2020-12-03,391.9017028808594
2020-12-04,400.58740234375
2020-12-07,391.81439208984375
2020-12-08,397.1907958984375
2020-12-09,396.08447265625
2020-12-10,385.7392578125
2020-12-11,379.576904296875
2020-12-14,376.76251220703125
2020-12-15,380.74139404296875
2020-12-16,381.1586608886719
2020-12-17,384.6329345703125
2020-12-18,380.05242919921875
2020-12-21,377.5195007324219
2020-12-22,376.9663391113281
2020-12-23,393.12445068359375
2020-12-24,392.8722229003906
2020-12-28,398.0738220214844
2020-12-29,395.9970397949219
2020-12-30,394.7189636230469
2020-12-31,398.7622985839844
2021-01-04,400.62841796875
2021-01-05,401.59063720703125
2021-01-06,425.5491943359375
2021-01-07,435.1326904296875
2021-01-08,424.5189208984375
2021-01-11,421.37957763671875
2021-01-12,410.6200866699219
2021-01-13,404.3510437011719
2021-01-14,393.6401062011719
2021-01-15,395.3993225097656
2021-01-19,395.8852844238281
2021-01-20,399.80230712890625
2021-01-21,402.9708557128906
2021-01-22,393.8150634765625
2021-01-25,392.6680908203125
2021-01-26,384.746826171875
2021-01-27,367.32940673828125
2021-01-28,378.8568420410156
2021-01-29,372.3641357421875
2021-02-01,369.244140625
2021-02-02,366.415771484375
2021-02-03,369.2732849121094
2021-02-04,374.2885437011719
2021-02-05,368.6609802246094
2021-02-08,367.7279052734375
2021-02-09,371.8587341308594
2021-02-10,367.39739990234375
2021-02-11,370.4979553222656
2021-02-12,369.96337890625
2021-02-16,364.6273498535156
2021-02-17,366.9308776855469
2021-02-18,367.7181396484375
2021-02-19,366.3380432128906
2021-02-22,369.2344055175781
2021-02-23,367.6792907714844
2021-02-24,370.7020568847656
2021-02-25,369.9147644042969
2021-02-26,369.00115966796875
2021-03-01,374.12335205078125
2021-03-02,375.4645690917969
2021-03-03,371.87811279296875
2021-03-04,377.6611633300781
2021-03-05,388.1874694824219
2021-03-08,389.8203430175781
2021-03-09,391.5503845214844
2021-03-10,391.7059020996094
2021-03-11,390.1507568359375
2021-03-12,395.127197265625
2021-03-15,394.6703796386719
2021-03-16,391.8128356933594
2021-03-17,391.8225402832031
2021-03-18,396.31292724609375
2021-03-19,398.3249206542969
2021-03-22,393.02777099609375
2021-03-23,392.6778869628906
2021-03-24,403.0291442871094
2021-03-25,404.7689208984375
2021-03-26,411.7184143066406
2021-03-29,413.3415832519531
2021-03-30,414.4514465332031
2021-03-31,408.1622619628906
2021-04-01,401.90234375
2021-04-05,402.2236022949219
2021-04-06,396.5575256347656
2021-04-07,400.8411865234375
2021-04-08,396.3822021484375
2021-04-09,406.6921691894531
2021-04-12,402.2820129394531
2021-04-13,406.07879638671875
2021-04-14,411.5697021484375
2021-04-15,422.4637451171875
2021-04-16,423.768310546875
2021-04-19,428.28564453125
2021-04-20,431.2841491699219
2021-04-21,432.6958312988281
2021-04-22,432.9002380371094
2021-04-23,436.7749938964844
2021-04-26,434.34112548828125
2021-04-27,436.9308166503906
2021-04-28,427.01995849609375
2021-04-29,435.80145263671875
2021-04-30,433.46490478515625
2021-05-03,438.6831359863281
2021-05-04,450.75518798828125
2021-05-05,447.9221496582031
2021-05-06,453.3059387207031
2021-05-07,452.78021240234375
2021-05-10,457.5408935546875
2021-05-11,443.7066955566406
2021-05-12,441.7498474121094
2021-05-13,443.8916320800781
2021-05-14,440.7762756347656
2021-05-17,438.5468444824219
2021-05-18,437.5732727050781
2021-05-19,432.841796875
2021-05-20,428.12005615234375
2021-05-21,434.2047424316406
2021-05-24,431.0797119140625
2021-05-25,430.1938171386719
2021-05-26,427.234130859375
2021-05-27,427.7404479980469
2021-05-28,426.12432861328125
2021-06-01,419.8448486328125
2021-06-02,417.5570373535156
2021-06-03,419.2607421875
2021-06-04,415.05499267578125
2021-06-07,404.9981689453125
2021-06-08,411.1607971191406
2021-06-09,411.5697021484375
2021-06-10,409.8269958496094
2021-06-11,408.0940856933594
